x_fold,y,gp_mod
-0.997055677560903,-0.0003916887828155913,3.22341275039551e-07
-0.99566679777835,-0.00011162202201542293,3.1856563050065847e-07
-0.9942779180540047,-0.0005910683738763467,3.1631499978908915e-07
-0.9928890383296594,-0.0002317269861108473,3.1571133245692994e-07
-0.9915001585471064,0.0002607450544354073,3.1632687974438773e-07
-0.9901112788238979,0.0003692797568091155,3.176088659123806e-07
-0.9887223990993252,0.0002988597970408069,3.195850943086945e-07
-0.9873335193754347,-0.0006093226609827918,3.2310633794336795e-07
-0.9859446395942459,-0.0008609768700758025,3.295217850785979e-07
-0.9845557598699006,-0.0005333481474235624,3.3951169861193733e-07
-0.9831668801453279,-0.0006423357559167675,3.525941925515559e-07
-0.9817780003639118,9.731756241526668e-05,3.673523870847581e-07
-0.9803891206395665,0.0012741036424608332,3.815545512414876e-07
-0.9790002409152212,-0.0004633059702465747,3.9325296337615564e-07
-0.9776113611911033,0.0015308897100496655,4.017931901343035e-07
-0.9762224814665306,-0.0003250178294897932,4.066592718373576e-07
-0.9748336016853418,-0.0003960031690970478,4.0870555308358566e-07
-0.973444721961906,0.0008260784649107844,4.0853409658192e-07
-0.9720558422373333,0.00031974959684744064,4.0621750198434523e-07
-0.9706669625138975,-0.0002859390809506479,4.025520732907057e-07
-0.9692780827893248,-0.0007573426203384415,3.986592650422114e-07
-0.9678892030067718,0.00021242516072716988,3.9501495330067156e-07
-0.9665003232824265,-0.0007291042428615446,3.910261935381362e-07
-0.9651114435583086,0.0012475898571611133,3.8576609185838827e-07
-0.9637225638351001,-0.00038963042422957006,3.7775606519668664e-07
-0.9623336841118917,0.0005554305011565841,3.665408036386942e-07
-0.960944804387319,0.00010737598594090514,3.516743537628814e-07
-0.9595559246638832,0.001033048381150703,3.3326812333091273e-07
-0.9581670448813302,-0.00014429650223335422,3.120867806471452e-07
-0.9567781651569849,-6.510772586021396e-05,2.902417389820247e-07
-0.9553892854326396,-0.0013700551264935745,2.702175135348117e-07
-0.9540004057082943,-0.0007117471129883812,2.5434816331483373e-07
-0.9526115259844037,-0.0013478808049851576,2.436118262775425e-07
-0.9512226462609679,0.00040957593355206434,2.3790914420667637e-07
-0.9498337665370773,-0.0002672987789760217,2.3607877804844896e-07
-0.9484448868136415,-0.00015777322157484175,2.375872250852709e-07
-0.9470560070895235,-0.000810679348169363,2.4229407734391666e-07
-0.9456671273649508,-0.0005287205535792205,2.501856822620699e-07
-0.9442782476406055,0.0001530270066070205,2.607070095052938e-07
-0.9428893679162602,1.6835180185914567e-05,2.7305927239712625e-07
-0.9415004881928244,-0.0008467022322260487,2.869833333249166e-07
-0.9401116084684791,8.73218672658993e-05,3.0248802891231436e-07
-0.9387227286863808,-0.00018642357482023808,3.190099200236497e-07
-0.9373338489633998,0.0002636639049431455,3.3609239292888755e-07
-0.9359449692390545,5.12942191197574e-05,3.5338867114985565e-07
-0.9345560895147091,-0.000831763332714397,3.709597858273275e-07
-0.9331672098485715,-0.0003887584102048036,3.8881680693505075e-07
-0.9317783301242262,0.0009671243299860244,4.0587518399257563e-07
-0.9303894504007904,0.00029927798944084927,4.2051984682714136e-07
-0.929000570676445,1.5844166938894233e-05,4.3203279944141155e-07
-0.9276116909527818,0.0009411498402784879,4.4005709094496067e-07
-0.9262228112300281,0.0011735631631035748,4.442858554851039e-07
-0.9248339315059102,-0.0007815075917612102,4.454834634272819e-07
-0.9234450517813375,-0.0002604214626004131,4.4543499837136594e-07
-0.9220561720569922,0.00040859926157343907,4.4488594072625907e-07
-0.9206672923326469,1.1700730469410558e-05,4.437737154717599e-07
-0.9192784126085289,0.00028265759187107165,4.420439434043188e-07
-0.917889532884411,0.0010773405552737536,4.394678170776286e-07
-0.916500653160293,-0.0003700303656319903,4.360812204033659e-07
-0.9151117734370846,0.0004113647650227925,4.327790802627752e-07
-0.9137228937136488,5.063960717310856e-05,4.301072705576553e-07
-0.9123340140475111,-0.0006206070948512332,4.286611767037259e-07
-0.9109451343231658,0.0016570397946849003,4.2871118767814574e-07
-0.9095562545988205,-0.001216457790198855,4.2998645028720027e-07
-0.9081673748753847,3.600022247640666e-05,4.332917901830033e-07
-0.9067784951510394,-0.00012238608920178695,4.381871797816318e-07
-0.905389615426694,0.000785308633610482,4.435464578493206e-07
-0.9040007357610111,0.00010500350880349174,4.479776213089876e-07
-0.9026118560375753,0.001149757852355826,4.5060870802764176e-07
-0.9012229763139121,0.0003269560455216869,4.508433433910807e-07
-0.8998340965893394,-0.00011875585354337304,4.491256586164592e-07
-0.8984452168649941,0.0007876892796008228,4.461566736149648e-07
-0.897056337199766,-0.00038795463258900487,4.4240854825242236e-07
-0.8956674574754206,0.0006654515025688035,4.3872112546381524e-07
-0.8942785777510753,-0.0008333437597539683,4.355229012033029e-07
-0.8928896980276395,0.0008609460309010331,4.332959945787053e-07
-0.8915008183035216,-0.00024254723127881128,4.316480597802915e-07
-0.8901119386376113,0.0002288871442361895,4.305364231258195e-07
-0.8887230589141755,0.00034429182594886143,4.296230819686929e-07
-0.8873341791898302,-5.2323801003617554e-05,4.285412372265526e-07
-0.8859452995241472,-0.0001606534306801688,4.270559293924292e-07
-0.8845564197998019,0.0008453584494600985,4.2461073506017926e-07
-0.8831675400754566,-5.964637491140401e-05,4.203866837311332e-07
-0.8817786603520208,0.0005573159572485054,4.1418961030245164e-07
-0.8803897806858831,-0.0001371858121688163,4.058909440193499e-07
-0.8790009009622199,6.042677471107538e-05,3.9571059834205254e-07
-0.8776120212385567,0.0007785731029283927,3.8368725575100965e-07
-0.8762231415724191,0.00024269842884039328,3.6996496051451503e-07
-0.8748342618489833,-0.0011978000794103938,3.555884391376903e-07
-0.873445382124638,0.0005830846440599835,3.417372685551183e-07
-0.8720565024585003,-0.0001698964283399773,3.284834676623392e-07
-0.8706676227346097,0.0009477471704222307,3.162918703131071e-07
-0.8692787430102644,-0.0010750586125591877,3.060520385028306e-07
-0.8678898633441268,-0.0008543377812060271,2.9962992940809666e-07
-0.866500983620691,-0.0001736324786532073,2.9795501946742945e-07
-0.865112103955008,-0.00100662366442561,3.00917769602175e-07
-0.8637232242315722,0.0004986464725313944,3.079910958526303e-07
-0.8623343445072269,-0.0005546936211392461,3.1788327745740845e-07
-0.8609454648410892,-0.0005094145084587609,3.297053781475139e-07
-0.8595565851176534,9.673834780299373e-05,3.421496933176591e-07
-0.8581677054515158,-8.561696241959904e-05,3.533553192245285e-07
-0.8567788257271705,0.0016878442579855157,3.6151295692420627e-07
-0.8553899460028251,-0.0007520702916682387,3.652905920345299e-07
-0.8540010663369149,0.0006188627297449845,3.6509346897479265e-07
-0.8526121866141612,8.426750736223454e-05,3.611233519168791e-07
-0.8512233069480235,1.01580586140404e-05,3.541083015417923e-07
-0.8498344272239056,-0.00011760764003221347,3.450771351106915e-07
-0.84844554755845,0.0003475692410503939,3.3511459274984637e-07
-0.8470566678341047,-0.0003758268835611922,3.253700487714763e-07
-0.8456677881679671,-0.0010222625528728546,3.173989116273033e-07
-0.8442789084436217,-7.735491481997148e-05,3.1231606287698476e-07
-0.8428900287774841,-3.781568661642698e-05,3.101473655668445e-07
-0.841501149054503,-0.0003759573058204069,3.1077637380052714e-07
-0.8401122693895022,-0.001160675098647146,3.1417731723804207e-07
-0.8387233896649295,-7.393678755640565e-05,3.1980262260257477e-07
-0.8373345099992466,-0.0001841818424159758,3.2587221940681907e-07
-0.835945630333109,0.0010695705466476912,3.303501387905019e-07
-0.8345567506087637,0.00013524882134019478,3.314680988362745e-07
-0.833167870942626,-0.000205807836006211,3.2885835699215083e-07
-0.8317789912182807,0.00019851927027891847,3.227279367345905e-07
-0.8303901115537347,0.0004199550456549517,3.1332102868831843e-07
-0.8290012318302988,0.00016251046635584743,3.0138406215050387e-07
-0.8276123521637064,-0.00030904299233835975,2.8851139618659926e-07
-0.8262234724987056,-0.0006948863247547843,2.7683096621689616e-07
-0.8248345927743603,-0.00048324640841557187,2.6833108920811467e-07
-0.8234457131082227,-0.0004862288851932295,2.6439247956135604e-07
-0.8220568333838774,-0.0010040547086236362,2.6596194322894505e-07
-0.8206679537177397,-0.0016148345598006042,2.7347858239290547e-07
-0.8192790740520568,0.0007086399025755252,2.860856830079916e-07
-0.817890194328621,-7.556770599159712e-05,3.0140920363790657e-07
-0.8165013146629381,-8.712776280639378e-05,3.177923453924436e-07
-0.8151124349977099,0.00012524701478189293,3.339818031207659e-07
-0.8137235552733646,0.0007142713691417057,3.4886857618904843e-07
-0.8123346756072269,-0.00034815469968996204,3.618237015920509e-07
-0.8109457959410893,3.157672387610333e-05,3.730629991493763e-07
-0.8095569162749516,-0.0003399776452022163,3.8262995830095196e-07
-0.8081680365515158,0.0001847814264333003,3.903650533855289e-07
-0.8067791568853782,0.000404351152526905,3.9568976484986745e-07
-0.8053902772199226,-0.0002449419500876182,3.981346032869267e-07
-0.8040013974967142,0.0005980285545679198,3.975322447805908e-07
-0.8026125178305765,0.0002998774987679198,3.935598010172799e-07
-0.8012236381644389,-0.0004080384836048223,3.8644637358343724e-07
-0.7998347584983012,0.0004224660646257039,3.766851987236079e-07
-0.7984458787737285,0.00025778415050470294,3.6440029700157577e-07
-0.7970569991085004,0.00013665356159320297,3.50106015689905e-07
-0.7956681194425901,0.0004553336188586332,3.3478179818450357e-07
-0.7942792397764524,-0.0009125637373660345,3.198457427439299e-07
-0.7928903601119064,-0.00018863282742798138,3.07166645547648e-07
-0.7915014803882432,-0.000509143207573004,2.978493510342246e-07
-0.7901126007221055,-0.00019526281007475887,2.926470230594048e-07
-0.7887237210559679,-0.00022372530632319698,2.919354409554818e-07
-0.7873348413898302,-0.0009272957854068453,2.96001669261018e-07
-0.7859459617241473,0.0005556523910343891,3.0490104686619486e-07
-0.7845570820580097,-0.0004986008374046058,3.1804207823755127e-07
-0.7831682023338917,-0.0007300147928371858,3.3535568246384844e-07
-0.7817793226684362,-0.0008059154352939579,3.563690417278527e-07
-0.7803904430029807,0.0004929774913451368,3.795235291339387e-07
-0.7790015633375251,0.0006678661068544312,4.022944228877398e-07
-0.7776126836713875,-0.000122812800262051,4.2261707658058263e-07
-0.7762238040052498,0.00034503612783809423,4.391273561040874e-07
-0.7748349243400217,0.0015677612854942957,4.5033061965174723e-07
-0.773446044673884,0.00030359289535608625,4.5519081371720167e-07
-0.7720571650077463,0.0009937975361224982,4.54265671513363e-07
-0.7706682852838558,-4.197846157916185e-05,4.4876902969545083e-07
-0.7692794056186276,-0.000269711461093447,4.407082951675053e-07
-0.7678905259529447,0.00056820158085924,4.31840607847978e-07
-0.7665016462868071,-0.00036942216967661423,4.233889777972203e-07
-0.7651127666206694,0.0001673523122314169,4.167200870663716e-07
-0.7637238869554412,-0.0004212589960336244,4.126945820013703e-07
-0.7623350072893036,-0.00040011351185798016,4.1187958066970296e-07
-0.7609461276231659,-0.0003826704707181605,4.140461205822916e-07
