logg,Teff,Z,xi,a,b,Filt,Met,Mod
 4.00,  8000,-3.5, 2.0, 0.2616, 0.2907,Kp,L,A
 4.50,  8000,-3.5, 2.0, 0.2140, 0.3233,Kp,L,A
 5.00,  8000,-3.5, 2.0, 0.2226, 0.3188,Kp,L,A
 3.50,  8250,-3.5, 2.0, 0.3098, 0.2469,Kp,L,A
 4.00,  8250,-3.5, 2.0, 0.2834, 0.2704,Kp,L,A
 4.50,  8250,-3.5, 2.0, 0.2267, 0.3131,Kp,L,A
 5.00,  8250,-3.5, 2.0, 0.2024, 0.3277,Kp,L,A
 3.50,  8500,-3.5, 2.0, 0.2820, 0.2625,Kp,L,A
 4.00,  8500,-3.5, 2.0, 0.2901, 0.2558,Kp,L,A
 4.50,  8500,-3.5, 2.0, 0.2500, 0.2915,Kp,L,A
 5.00,  8500,-3.5, 2.0, 0.1997, 0.3269,Kp,L,A
 3.50,  8750,-3.5, 2.0, 0.2577, 0.2741,Kp,L,A
 4.00,  8750,-3.5, 2.0, 0.2692, 0.2643,Kp,L,A
 4.50,  8750,-3.5, 2.0, 0.2653, 0.2704,Kp,L,A
 5.00,  8750,-3.5, 2.0, 0.2173, 0.3115,Kp,L,A
 3.50,  9000,-3.5, 2.0, 0.2387, 0.2804,Kp,L,A
 4.00,  9000,-3.5, 2.0, 0.2477, 0.2738,Kp,L,A
 4.50,  9000,-3.5, 2.0, 0.2604, 0.2631,Kp,L,A
 5.00,  9000,-3.5, 2.0, 0.2748, 0.2494,Kp,L,A
 3.50,  9250,-3.5, 2.0, 0.2244, 0.2833,Kp,L,A
 4.00,  9250,-3.5, 2.0, 0.2302, 0.2795,Kp,L,A
 4.50,  9250,-3.5, 2.0, 0.2393, 0.2731,Kp,L,A
 5.00,  9250,-3.5, 2.0, 0.2520, 0.2620,Kp,L,A
 3.50,  9500,-3.5, 2.0, 0.2129, 0.2848,Kp,L,A
 4.00,  9500,-3.5, 2.0, 0.2166, 0.2824,Kp,L,A
 4.50,  9500,-3.5, 2.0, 0.2229, 0.2787,Kp,L,A
 5.00,  9500,-3.5, 2.0, 0.2329, 0.2711,Kp,L,A
 3.50,  9750,-3.5, 2.0, 0.2041, 0.2850,Kp,L,A
 4.00,  9750,-3.5, 2.0, 0.2058, 0.2837,Kp,L,A
 4.50,  9750,-3.5, 2.0, 0.2097, 0.2818,Kp,L,A
 5.00,  9750,-3.5, 2.0, 0.2167, 0.2776,Kp,L,A
 3.50, 10000,-3.5, 2.0, 0.1970, 0.2846,Kp,L,A
 4.00, 10000,-3.5, 2.0, 0.1972, 0.2840,Kp,L,A
 4.50, 10000,-3.5, 2.0, 0.1995, 0.2832,Kp,L,A
 5.00, 10000,-3.5, 2.0, 0.2041, 0.2809,Kp,L,A
 3.50,  3500,-3.0, 2.0, 0.1886, 0.4400,Kp,L,A
 4.00,  3500,-3.0, 2.0, 0.2057, 0.4391,Kp,L,A
 3.50,  3750,-3.0, 2.0, 0.1487, 0.4591,Kp,L,A
 4.00,  3750,-3.0, 2.0, 0.1336, 0.4789,Kp,L,A
 4.50,  3750,-3.0, 2.0, 0.5008, 0.1247,Kp,L,A
 5.00,  3750,-3.0, 2.0, 0.1789, 0.4919,Kp,L,A
 3.50,  4000,-3.0, 2.0, 0.1639, 0.4398,Kp,L,A
 4.00,  4000,-3.0, 2.0, 0.1261, 0.4622,Kp,L,A
 4.50,  4000,-3.0, 2.0, 0.1146, 0.4684,Kp,L,A
 5.00,  4000,-3.0, 2.0, 0.1161, 0.4731,Kp,L,A
 3.50,  4250,-3.0, 2.0, 0.1900, 0.4215,Kp,L,A
 4.00,  4250,-3.0, 2.0, 0.1167, 0.4703,Kp,L,A
 4.50,  4250,-3.0, 2.0, 0.0903, 0.4745,Kp,L,A
 5.00,  4250,-3.0, 2.0, 0.0837, 0.4782,Kp,L,A
 3.50,  4500,-3.0, 2.0, 0.2570, 0.3562,Kp,L,A
 4.00,  4500,-3.0, 2.0, 0.1731, 0.4129,Kp,L,A
 4.50,  4500,-3.0, 2.0, 0.1077, 0.4496,Kp,L,A
 5.00,  4500,-3.0, 2.0, 0.0721, 0.4654,Kp,L,A
 3.50,  4750,-3.0, 2.0, 0.2664, 0.3538,Kp,L,A
 4.00,  4750,-3.0, 2.0, 0.2244, 0.3823,Kp,L,A
 4.50,  4750,-3.0, 2.0, 0.1663, 0.4035,Kp,L,A
 5.00,  4750,-3.0, 2.0, 0.1115, 0.4231,Kp,L,A
 3.50,  5000,-3.0, 2.0, 0.2816, 0.3370,Kp,L,A
 4.00,  5000,-3.0, 2.0, 0.2453, 0.3629,Kp,L,A
 4.50,  5000,-3.0, 2.0, 0.1961, 0.3935,Kp,L,A
 5.00,  5000,-3.0, 2.0, 0.1402, 0.4261,Kp,L,A
 3.50,  5250,-3.0, 2.0, 0.2934, 0.3249,Kp,L,A
 4.00,  5250,-3.0, 2.0, 0.2666, 0.3431,Kp,L,A
 4.50,  5250,-3.0, 2.0, 0.2336, 0.3638,Kp,L,A
 5.00,  5250,-3.0, 2.0, 0.2043, 0.3817,Kp,L,A
 3.50,  5500,-3.0, 2.0, 0.3015, 0.3146,Kp,L,A
 4.00,  5500,-3.0, 2.0, 0.2798, 0.3301,Kp,L,A
 4.50,  5500,-3.0, 2.0, 0.2514, 0.3494,Kp,L,A
 5.00,  5500,-3.0, 2.0, 0.2175, 0.3706,Kp,L,A
 3.50,  5750,-3.0, 2.0, 0.3061, 0.3046,Kp,L,A
 4.00,  5750,-3.0, 2.0, 0.2887, 0.3180,Kp,L,A
 4.50,  5750,-3.0, 2.0, 0.2661, 0.3336,Kp,L,A
 5.00,  5750,-3.0, 2.0, 0.2372, 0.3532,Kp,L,A
 3.50,  6000,-3.0, 2.0, 0.3077, 0.2964,Kp,L,A
 4.00,  6000,-3.0, 2.0, 0.2939, 0.3078,Kp,L,A
 4.50,  6000,-3.0, 2.0, 0.2764, 0.3207,Kp,L,A
 5.00,  6000,-3.0, 2.0, 0.2520, 0.3372,Kp,L,A
 3.50,  6250,-3.0, 2.0, 0.3059, 0.2909,Kp,L,A
 4.00,  6250,-3.0, 2.0, 0.2953, 0.2998,Kp,L,A
 4.50,  6250,-3.0, 2.0, 0.2827, 0.3091,Kp,L,A
 5.00,  6250,-3.0, 2.0, 0.2623, 0.3235,Kp,L,A
 3.50,  6500,-3.0, 2.0, 0.2997, 0.2892,Kp,L,A
 4.00,  6500,-3.0, 2.0, 0.2926, 0.2950,Kp,L,A
 4.50,  6500,-3.0, 2.0, 0.2854, 0.3004,Kp,L,A
 5.00,  6500,-3.0, 2.0, 0.2700, 0.3112,Kp,L,A
 3.50,  6750,-3.0, 2.0, 0.2883, 0.2925,Kp,L,A
 4.00,  6750,-3.0, 2.0, 0.2859, 0.2941,Kp,L,A
 4.50,  6750,-3.0, 2.0, 0.2824, 0.2965,Kp,L,A
 5.00,  6750,-3.0, 2.0, 0.2715, 0.3042,Kp,L,A
 3.50,  7000,-3.0, 2.0, 0.2743, 0.2987,Kp,L,A
 4.00,  7000,-3.0, 2.0, 0.2751, 0.2973,Kp,L,A
 4.50,  7000,-3.0, 2.0, 0.2752, 0.2968,Kp,L,A
 5.00,  7000,-3.0, 2.0, 0.2684, 0.3010,Kp,L,A
 3.50,  7250,-3.0, 2.0, 0.2570, 0.3051,Kp,L,A
 4.00,  7250,-3.0, 2.0, 0.2605, 0.3040,Kp,L,A
 4.50,  7250,-3.0, 2.0, 0.2646, 0.3001,Kp,L,A
 5.00,  7250,-3.0, 2.0, 0.2622, 0.3008,Kp,L,A
 3.50,  7500,-3.0, 2.0, 0.2757, 0.2861,Kp,L,A
 4.00,  7500,-3.0, 2.0, 0.2481, 0.3098,Kp,L,A
 4.50,  7500,-3.0, 2.0, 0.2504, 0.3069,Kp,L,A
 5.00,  7500,-3.0, 2.0, 0.2517, 0.3046,Kp,L,A
 3.50,  7750,-3.0, 2.0, 0.3009, 0.2651,Kp,L,A
 4.00,  7750,-3.0, 2.0, 0.2385, 0.3101,Kp,L,A
 4.50,  7750,-3.0, 2.0, 0.2359, 0.3143,Kp,L,A
 5.00,  7750,-3.0, 2.0, 0.2369, 0.3120,Kp,L,A
 3.50,  8000,-3.0, 2.0, 0.3156, 0.2514,Kp,L,A
 4.00,  8000,-3.0, 2.0, 0.2641, 0.2888,Kp,L,A
 4.50,  8000,-3.0, 2.0, 0.2145, 0.3233,Kp,L,A
 5.00,  8000,-3.0, 2.0, 0.2208, 0.3204,Kp,L,A
 3.50,  8250,-3.0, 2.0, 0.3091, 0.2476,Kp,L,A
 4.00,  8250,-3.0, 2.0, 0.2849, 0.2701,Kp,L,A
 4.50,  8250,-3.0, 2.0, 0.2297, 0.3108,Kp,L,A
 5.00,  8250,-3.0, 2.0, 0.2008, 0.3296,Kp,L,A
 3.50,  8500,-3.0, 2.0, 0.2822, 0.2623,Kp,L,A
 4.00,  8500,-3.0, 2.0, 0.2901, 0.2558,Kp,L,A
 4.50,  8500,-3.0, 2.0, 0.2518, 0.2905,Kp,L,A
 5.00,  8500,-3.0, 2.0, 0.2027, 0.3260,Kp,L,A
 3.50,  8750,-3.0, 2.0, 0.2575, 0.2743,Kp,L,A
 4.00,  8750,-3.0, 2.0, 0.2692, 0.2641,Kp,L,A
 4.50,  8750,-3.0, 2.0, 0.2667, 0.2691,Kp,L,A
 5.00,  8750,-3.0, 2.0, 0.2174, 0.3107,Kp,L,A
 3.50,  9000,-3.0, 2.0, 0.2384, 0.2806,Kp,L,A
 4.00,  9000,-3.0, 2.0, 0.2479, 0.2734,Kp,L,A
 4.50,  9000,-3.0, 2.0, 0.2606, 0.2626,Kp,L,A
 5.00,  9000,-3.0, 2.0, 0.2745, 0.2494,Kp,L,A
 3.50,  9250,-3.0, 2.0, 0.2241, 0.2834,Kp,L,A
 4.00,  9250,-3.0, 2.0, 0.2300, 0.2795,Kp,L,A
 4.50,  9250,-3.0, 2.0, 0.2394, 0.2727,Kp,L,A
 5.00,  9250,-3.0, 2.0, 0.2518, 0.2618,Kp,L,A
 3.50,  9500,-3.0, 2.0, 0.2129, 0.2847,Kp,L,A
 4.00,  9500,-3.0, 2.0, 0.2161, 0.2825,Kp,L,A
 4.50,  9500,-3.0, 2.0, 0.2229, 0.2784,Kp,L,A
 5.00,  9500,-3.0, 2.0, 0.2326, 0.2710,Kp,L,A
 3.50,  9750,-3.0, 2.0, 0.2041, 0.2849,Kp,L,A
 4.00,  9750,-3.0, 2.0, 0.2053, 0.2839,Kp,L,A
 4.50,  9750,-3.0, 2.0, 0.2094, 0.2818,Kp,L,A
 5.00,  9750,-3.0, 2.0, 0.2168, 0.2772,Kp,L,A
 3.50, 10000,-3.0, 2.0, 0.1969, 0.2846,Kp,L,A
 4.00, 10000,-3.0, 2.0, 0.1971, 0.2839,Kp,L,A
 4.50, 10000,-3.0, 2.0, 0.1991, 0.2833,Kp,L,A
 5.00, 10000,-3.0, 2.0, 0.2042, 0.2805,Kp,L,A
 3.50,  3500,-2.5, 2.0, 0.1599, 0.4856,Kp,L,A
 4.00,  3500,-2.5, 2.0, 0.1723, 0.4837,Kp,L,A
 3.50,  3750,-2.5, 2.0, 0.1552, 0.4628,Kp,L,A
 4.00,  3750,-2.5, 2.0, 0.1293, 0.4840,Kp,L,A
 4.50,  3750,-2.5, 2.0, 0.1285, 0.4923,Kp,L,A
 3.50,  4000,-2.5, 2.0, 0.2469, 0.3836,Kp,L,A
 4.00,  4000,-2.5, 2.0, 0.1772, 0.4182,Kp,L,A
 4.50,  4000,-2.5, 2.0, 0.1379, 0.4390,Kp,L,A
 3.50,  4250,-2.5, 2.0, 0.3090, 0.3541,Kp,L,A
 4.00,  4250,-2.5, 2.0, 0.2130, 0.4165,Kp,L,A
 4.50,  4250,-2.5, 2.0, 0.1534, 0.4463,Kp,L,A
 5.00,  4250,-2.5, 2.0, 0.1268, 0.4539,Kp,L,A
 3.50,  4500,-2.5, 2.0, 0.3254, 0.3366,Kp,L,A
 4.00,  4500,-2.5, 2.0, 0.2501, 0.3864,Kp,L,A
 4.50,  4500,-2.5, 2.0, 0.1781, 0.4299,Kp,L,A
 5.00,  4500,-2.5, 2.0, 0.1321, 0.4434,Kp,L,A
 3.50,  4750,-2.5, 2.0, 0.3017, 0.3406,Kp,L,A
 4.00,  4750,-2.5, 2.0, 0.2670, 0.3714,Kp,L,A
 4.50,  4750,-2.5, 2.0, 0.2089, 0.3984,Kp,L,A
 5.00,  4750,-2.5, 2.0, 0.1506, 0.4314,Kp,L,A
 3.50,  5000,-2.5, 2.0, 0.2943, 0.3306,Kp,L,A
 4.00,  5000,-2.5, 2.0, 0.2673, 0.3496,Kp,L,A
 4.50,  5000,-2.5, 2.0, 0.2248, 0.3837,Kp,L,A
 5.00,  5000,-2.5, 2.0, 0.1696, 0.4199,Kp,L,A
 3.50,  5250,-2.5, 2.0, 0.3007, 0.3191,Kp,L,A
 4.00,  5250,-2.5, 2.0, 0.2754, 0.3376,Kp,L,A
 4.50,  5250,-2.5, 2.0, 0.2477, 0.3535,Kp,L,A
 5.00,  5250,-2.5, 2.0, 0.2027, 0.3862,Kp,L,A
 3.50,  5500,-2.5, 2.0, 0.3051, 0.3107,Kp,L,A
 4.00,  5500,-2.5, 2.0, 0.2881, 0.3214,Kp,L,A
 4.50,  5500,-2.5, 2.0, 0.2585, 0.3433,Kp,L,A
 5.00,  5500,-2.5, 2.0, 0.2296, 0.3592,Kp,L,A
 3.50,  5750,-2.5, 2.0, 0.3111, 0.2988,Kp,L,A
 4.00,  5750,-2.5, 2.0, 0.2962, 0.3106,Kp,L,A
 4.50,  5750,-2.5, 2.0, 0.2702, 0.3294,Kp,L,A
 5.00,  5750,-2.5, 2.0, 0.2429, 0.3471,Kp,L,A
 3.50,  6000,-2.5, 2.0, 0.3076, 0.2960,Kp,L,A
 4.00,  6000,-2.5, 2.0, 0.2951, 0.3060,Kp,L,A
 4.50,  6000,-2.5, 2.0, 0.2784, 0.3182,Kp,L,A
 5.00,  6000,-2.5, 2.0, 0.2577, 0.3303,Kp,L,A
 3.50,  6250,-2.5, 2.0, 0.3083, 0.2873,Kp,L,A
 4.00,  6250,-2.5, 2.0, 0.2980, 0.2955,Kp,L,A
 4.50,  6250,-2.5, 2.0, 0.2832, 0.3080,Kp,L,A
 5.00,  6250,-2.5, 2.0, 0.2640, 0.3213,Kp,L,A
 3.50,  6500,-2.5, 2.0, 0.3008, 0.2873,Kp,L,A
 4.00,  6500,-2.5, 2.0, 0.2945, 0.2918,Kp,L,A
 4.50,  6500,-2.5, 2.0, 0.2851, 0.3001,Kp,L,A
 5.00,  6500,-2.5, 2.0, 0.2705, 0.3102,Kp,L,A
 3.50,  6750,-2.5, 2.0, 0.2878, 0.2933,Kp,L,A
 4.00,  6750,-2.5, 2.0, 0.2849, 0.2948,Kp,L,A
 4.50,  6750,-2.5, 2.0, 0.2818, 0.2967,Kp,L,A
 5.00,  6750,-2.5, 2.0, 0.2714, 0.3035,Kp,L,A
 3.50,  7000,-2.5, 2.0, 0.2733, 0.3000,Kp,L,A
 4.00,  7000,-2.5, 2.0, 0.2736, 0.2985,Kp,L,A
 4.50,  7000,-2.5, 2.0, 0.2742, 0.2972,Kp,L,A
 5.00,  7000,-2.5, 2.0, 0.2683, 0.3005,Kp,L,A
 3.50,  7250,-2.5, 2.0, 0.2576, 0.3042,Kp,L,A
 4.00,  7250,-2.5, 2.0, 0.2608, 0.3037,Kp,L,A
 4.50,  7250,-2.5, 2.0, 0.2634, 0.3007,Kp,L,A
 5.00,  7250,-2.5, 2.0, 0.2617, 0.3006,Kp,L,A
 3.50,  7500,-2.5, 2.0, 0.2760, 0.2856,Kp,L,A
 4.00,  7500,-2.5, 2.0, 0.2475, 0.3099,Kp,L,A
 4.50,  7500,-2.5, 2.0, 0.2498, 0.3070,Kp,L,A
 5.00,  7500,-2.5, 2.0, 0.2513, 0.3042,Kp,L,A
 3.50,  7750,-2.5, 2.0, 0.3015, 0.2648,Kp,L,A
 4.00,  7750,-2.5, 2.0, 0.2407, 0.3089,Kp,L,A
 4.50,  7750,-2.5, 2.0, 0.2367, 0.3134,Kp,L,A
 5.00,  7750,-2.5, 2.0, 0.2377, 0.3109,Kp,L,A
 3.50,  8000,-2.5, 2.0, 0.3157, 0.2516,Kp,L,A
 4.00,  8000,-2.5, 2.0, 0.2648, 0.2886,Kp,L,A
 4.50,  8000,-2.5, 2.0, 0.2158, 0.3226,Kp,L,A
 5.00,  8000,-2.5, 2.0, 0.2220, 0.3191,Kp,L,A
 3.50,  8250,-2.5, 2.0, 0.3088, 0.2480,Kp,L,A
 4.00,  8250,-2.5, 2.0, 0.2847, 0.2704,Kp,L,A
 4.50,  8250,-2.5, 2.0, 0.2300, 0.3108,Kp,L,A
 5.00,  8250,-2.5, 2.0, 0.2010, 0.3291,Kp,L,A
 3.50,  8500,-2.5, 2.0, 0.2809, 0.2637,Kp,L,A
 4.00,  8500,-2.5, 2.0, 0.2892, 0.2565,Kp,L,A
 4.50,  8500,-2.5, 2.0, 0.2524, 0.2901,Kp,L,A
 5.00,  8500,-2.5, 2.0, 0.2025, 0.3258,Kp,L,A
 3.50,  8750,-2.5, 2.0, 0.2566, 0.2753,Kp,L,A
 4.00,  8750,-2.5, 2.0, 0.2680, 0.2653,Kp,L,A
 4.50,  8750,-2.5, 2.0, 0.2663, 0.2693,Kp,L,A
 5.00,  8750,-2.5, 2.0, 0.2173, 0.3107,Kp,L,A
 3.50,  9000,-2.5, 2.0, 0.2386, 0.2805,Kp,L,A
 4.00,  9000,-2.5, 2.0, 0.2469, 0.2743,Kp,L,A
 4.50,  9000,-2.5, 2.0, 0.2594, 0.2637,Kp,L,A
 5.00,  9000,-2.5, 2.0, 0.2731, 0.2504,Kp,L,A
 3.50,  9250,-2.5, 2.0, 0.2237, 0.2838,Kp,L,A
 4.00,  9250,-2.5, 2.0, 0.2294, 0.2800,Kp,L,A
 4.50,  9250,-2.5, 2.0, 0.2387, 0.2732,Kp,L,A
 5.00,  9250,-2.5, 2.0, 0.2509, 0.2625,Kp,L,A
 3.50,  9500,-2.5, 2.0, 0.2129, 0.2845,Kp,L,A
 4.00,  9500,-2.5, 2.0, 0.2163, 0.2821,Kp,L,A
 4.50,  9500,-2.5, 2.0, 0.2224, 0.2787,Kp,L,A
 5.00,  9500,-2.5, 2.0, 0.2319, 0.2714,Kp,L,A
 3.50,  9750,-2.5, 2.0, 0.2042, 0.2847,Kp,L,A
 4.00,  9750,-2.5, 2.0, 0.2054, 0.2835,Kp,L,A
 4.50,  9750,-2.5, 2.0, 0.2095, 0.2814,Kp,L,A
 5.00,  9750,-2.5, 2.0, 0.2164, 0.2772,Kp,L,A
 3.50, 10000,-2.5, 2.0, 0.1968, 0.2846,Kp,L,A
 4.00, 10000,-2.5, 2.0, 0.1973, 0.2834,Kp,L,A
 4.50, 10000,-2.5, 2.0, 0.1996, 0.2823,Kp,L,A
 5.00, 10000,-2.5, 2.0, 0.2039, 0.2804,Kp,L,A
 3.50,  3500,-2.0, 2.0, 0.1599, 0.4408,Kp,L,A
 4.00,  3500,-2.0, 2.0, 0.1765, 0.4166,Kp,L,A
 4.50,  3500,-2.0, 2.0, 0.1767, 0.4862,Kp,L,A
 5.00,  3500,-2.0, 2.0, 0.2114, 0.4513,Kp,L,A
 3.50,  3750,-2.0, 2.0, 0.2058, 0.3793,Kp,L,A
 4.00,  3750,-2.0, 2.0, 0.1627, 0.4160,Kp,L,A
 4.50,  3750,-2.0, 2.0, 0.1392, 0.4312,Kp,L,A
 5.00,  3750,-2.0, 2.0, 0.1493, 0.4080,Kp,L,A
 3.50,  4000,-2.0, 2.0, 0.3482, 0.3138,Kp,L,A
 4.00,  4000,-2.0, 2.0, 0.2256, 0.3942,Kp,L,A
 4.50,  4000,-2.0, 2.0, 0.1735, 0.3888,Kp,L,A
 5.00,  4000,-2.0, 2.0, 0.1341, 0.4535,Kp,L,A
 3.50,  4250,-2.0, 2.0, 0.4559, 0.2486,Kp,L,A
 4.00,  4250,-2.0, 2.0, 0.3403, 0.3275,Kp,L,A
 4.50,  4250,-2.0, 2.0, 0.2341, 0.3959,Kp,L,A
 5.00,  4250,-2.0, 2.0, 0.1684, 0.4312,Kp,L,A
 3.50,  4500,-2.0, 2.0, 0.4300, 0.2701,Kp,L,A
 4.00,  4500,-2.0, 2.0, 0.3800, 0.3040,Kp,L,A
 4.50,  4500,-2.0, 2.0, 0.2956, 0.3670,Kp,L,A
 5.00,  4500,-2.0, 2.0, 0.2211, 0.4003,Kp,L,A
 3.50,  4750,-2.0, 2.0, 0.3650, 0.3069,Kp,L,A
 4.00,  4750,-2.0, 2.0, 0.3423, 0.3301,Kp,L,A
 4.50,  4750,-2.0, 2.0, 0.2995, 0.3580,Kp,L,A
 5.00,  4750,-2.0, 2.0, 0.2415, 0.3948,Kp,L,A
 3.50,  5000,-2.0, 2.0, 0.3289, 0.3129,Kp,L,A
 4.00,  5000,-2.0, 2.0, 0.3079, 0.3329,Kp,L,A
 4.50,  5000,-2.0, 2.0, 0.2798, 0.3515,Kp,L,A
 5.00,  5000,-2.0, 2.0, 0.2413, 0.3740,Kp,L,A
 3.50,  5250,-2.0, 2.0, 0.3162, 0.3086,Kp,L,A
 4.00,  5250,-2.0, 2.0, 0.2969, 0.3246,Kp,L,A
 4.50,  5250,-2.0, 2.0, 0.2815, 0.3390,Kp,L,A
 5.00,  5250,-2.0, 2.0, 0.2410, 0.3642,Kp,L,A
 3.50,  5500,-2.0, 2.0, 0.3099, 0.3071,Kp,L,A
 4.00,  5500,-2.0, 2.0, 0.2929, 0.3201,Kp,L,A
 4.50,  5500,-2.0, 2.0, 0.2710, 0.3351,Kp,L,A
 5.00,  5500,-2.0, 2.0, 0.2436, 0.3530,Kp,L,A
 3.50,  5750,-2.0, 2.0, 0.3083, 0.3017,Kp,L,A
 4.00,  5750,-2.0, 2.0, 0.3005, 0.3066,Kp,L,A
 4.50,  5750,-2.0, 2.0, 0.2764, 0.3247,Kp,L,A
 5.00,  5750,-2.0, 2.0, 0.2520, 0.3405,Kp,L,A
 3.50,  6000,-2.0, 2.0, 0.3131, 0.2900,Kp,L,A
 4.00,  6000,-2.0, 2.0, 0.2968, 0.3041,Kp,L,A
 4.50,  6000,-2.0, 2.0, 0.2860, 0.3102,Kp,L,A
 5.00,  6000,-2.0, 2.0, 0.2594, 0.3297,Kp,L,A
 3.50,  6250,-2.0, 2.0, 0.3065, 0.2902,Kp,L,A
 4.00,  6250,-2.0, 2.0, 0.2960, 0.2982,Kp,L,A
 4.50,  6250,-2.0, 2.0, 0.2859, 0.3052,Kp,L,A
 5.00,  6250,-2.0, 2.0, 0.2671, 0.3178,Kp,L,A
 3.50,  6500,-2.0, 2.0, 0.3002, 0.2880,Kp,L,A
 4.00,  6500,-2.0, 2.0, 0.2946, 0.2915,Kp,L,A
 4.50,  6500,-2.0, 2.0, 0.2856, 0.2992,Kp,L,A
 5.00,  6500,-2.0, 2.0, 0.2714, 0.3089,Kp,L,A
 3.50,  6750,-2.0, 2.0, 0.2884, 0.2921,Kp,L,A
 4.00,  6750,-2.0, 2.0, 0.2870, 0.2920,Kp,L,A
 4.50,  6750,-2.0, 2.0, 0.2823, 0.2947,Kp,L,A
 5.00,  6750,-2.0, 2.0, 0.2714, 0.3031,Kp,L,A
 3.50,  7000,-2.0, 2.0, 0.2727, 0.3008,Kp,L,A
 4.00,  7000,-2.0, 2.0, 0.2733, 0.2988,Kp,L,A
 4.50,  7000,-2.0, 2.0, 0.2742, 0.2970,Kp,L,A
 5.00,  7000,-2.0, 2.0, 0.2683, 0.3001,Kp,L,A
 3.50,  7250,-2.0, 2.0, 0.2528, 0.3103,Kp,L,A
 4.00,  7250,-2.0, 2.0, 0.2549, 0.3098,Kp,L,A
 4.50,  7250,-2.0, 2.0, 0.2585, 0.3056,Kp,L,A
 5.00,  7250,-2.0, 2.0, 0.2578, 0.3044,Kp,L,A
 3.50,  7500,-2.0, 2.0, 0.2697, 0.2915,Kp,L,A
 4.00,  7500,-2.0, 2.0, 0.2414, 0.3154,Kp,L,A
 4.50,  7500,-2.0, 2.0, 0.2445, 0.3122,Kp,L,A
 5.00,  7500,-2.0, 2.0, 0.2462, 0.3092,Kp,L,A
 3.50,  7750,-2.0, 2.0, 0.2960, 0.2704,Kp,L,A
 4.00,  7750,-2.0, 2.0, 0.2349, 0.3144,Kp,L,A
 4.50,  7750,-2.0, 2.0, 0.2316, 0.3178,Kp,L,A
 5.00,  7750,-2.0, 2.0, 0.2335, 0.3142,Kp,L,A
 3.50,  8000,-2.0, 2.0, 0.3102, 0.2571,Kp,L,A
 4.00,  8000,-2.0, 2.0, 0.2588, 0.2937,Kp,L,A
 4.50,  8000,-2.0, 2.0, 0.2131, 0.3249,Kp,L,A
 5.00,  8000,-2.0, 2.0, 0.2179, 0.3225,Kp,L,A
 3.50,  8250,-2.0, 2.0, 0.3040, 0.2530,Kp,L,A
 4.00,  8250,-2.0, 2.0, 0.2805, 0.2742,Kp,L,A
 4.50,  8250,-2.0, 2.0, 0.2241, 0.3152,Kp,L,A
 5.00,  8250,-2.0, 2.0, 0.1978, 0.3308,Kp,L,A
 3.50,  8500,-2.0, 2.0, 0.2770, 0.2680,Kp,L,A
 4.00,  8500,-2.0, 2.0, 0.2849, 0.2607,Kp,L,A
 4.50,  8500,-2.0, 2.0, 0.2481, 0.2932,Kp,L,A
 5.00,  8500,-2.0, 2.0, 0.1990, 0.3293,Kp,L,A
 3.50,  8750,-2.0, 2.0, 0.2528, 0.2795,Kp,L,A
 4.00,  8750,-2.0, 2.0, 0.2639, 0.2695,Kp,L,A
 4.50,  8750,-2.0, 2.0, 0.2623, 0.2727,Kp,L,A
 5.00,  8750,-2.0, 2.0, 0.2154, 0.3130,Kp,L,A
 3.50,  9000,-2.0, 2.0, 0.2374, 0.2824,Kp,L,A
 4.00,  9000,-2.0, 2.0, 0.2465, 0.2751,Kp,L,A
 4.50,  9000,-2.0, 2.0, 0.2584, 0.2645,Kp,L,A
 5.00,  9000,-2.0, 2.0, 0.2720, 0.2513,Kp,L,A
 3.50,  9250,-2.0, 2.0, 0.2234, 0.2843,Kp,L,A
 4.00,  9250,-2.0, 2.0, 0.2286, 0.2810,Kp,L,A
 4.50,  9250,-2.0, 2.0, 0.2381, 0.2738,Kp,L,A
 5.00,  9250,-2.0, 2.0, 0.2504, 0.2627,Kp,L,A
 3.50,  9500,-2.0, 2.0, 0.2125, 0.2848,Kp,L,A
 4.00,  9500,-2.0, 2.0, 0.2152, 0.2831,Kp,L,A
 4.50,  9500,-2.0, 2.0, 0.2218, 0.2791,Kp,L,A
 5.00,  9500,-2.0, 2.0, 0.2312, 0.2720,Kp,L,A
 3.50,  9750,-2.0, 2.0, 0.2044, 0.2844,Kp,L,A
 4.00,  9750,-2.0, 2.0, 0.2048, 0.2837,Kp,L,A
 4.50,  9750,-2.0, 2.0, 0.2086, 0.2820,Kp,L,A
 5.00,  9750,-2.0, 2.0, 0.2154, 0.2779,Kp,L,A
 3.50, 10000,-2.0, 2.0, 0.1972, 0.2840,Kp,L,A
 4.00, 10000,-2.0, 2.0, 0.1971, 0.2831,Kp,L,A
 4.50, 10000,-2.0, 2.0, 0.1988, 0.2826,Kp,L,A
 5.00, 10000,-2.0, 2.0, 0.2032, 0.2806,Kp,L,A
 3.50,  3500,-1.5, 2.0, 0.1655, 0.4969,Kp,L,A
 4.00,  3500,-1.5, 2.0, 0.1584, 0.4967,Kp,L,A
 4.50,  3500,-1.5, 2.0, 0.1707, 0.4916,Kp,L,A
 5.00,  3500,-1.5, 2.0, 0.1955, 0.4719,Kp,L,A
 3.50,  3750,-1.5, 2.0, 0.2365, 0.4137,Kp,L,A
