##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): July 18, 2019, 11:54 p.m.
## Download Date (Y/M/D): 2019/07/22
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;etvlong&quot;:true,&quot;campaign&quot;:[&quot;5&quot;,&quot;4&quot;,&quot;1&quot;,&quot;0&quot;,&quot;3&quot;,&quot;2&quot;,&quot;-2&quot;],&quot;morph&quot;:{&quot;max&quot;:0.8,&quot;min&quot;:0.0},&quot;kics&quot;:[],&quot;cols&quot;:[&quot;sdepth&quot;,&quot;scdata&quot;,&quot;morph&quot;,&quot;pdepth&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;keff&quot;,&quot;p&quot;,&quot;figs&quot;,&quot;perr&quot;],&quot;etvshort&quot;:true,&quot;p&quot;:{&quot;max&quot;:50.0,&quot;min&quot;:0.0},&quot;incat1&quot;:true,&quot;keff&quot;:{&quot;min&quot;:0.0},&quot;kois&quot;:[]}
##
#KIC,period,period_err,pdepth,sdepth,morph,Teff,SC,
4547480,4.4269474,0.0000091,0.0027,-1.0000,0.12,5335.0000,False,
8301013,4.4280594,0.0000089,0.3564,0.3163,0.38,6479.0000,False,
8868650,4.4473818,0.0000090,0.2494,0.1183,0.62,4991.0000,True,
8868649,4.4474410,0.0000091,0.0002,-1.0000,0.62,5268.0000,False,
10614158,4.4622602,0.0004710,0.0209,-1.0000,0.58,4636.0000,False,
11252617,4.4781198,0.0000096,0.1135,0.0038,0.19,6089.0000,False,
4285087,4.4860312,0.0000092,0.2564,0.2408,0.31,5950.0000,False,
11197126,4.4948088,0.0000091,0.0001,-1.0000,0.25,4911.0000,False,
9786017,4.4980033,0.0000092,0.0740,0.0691,0.55,5753.0000,False,
4751083,4.5323700,0.0000343,0.0383,0.0154,0.22,6058.0000,False,
5795648,4.5533695,0.0000093,0.0230,-1.0000,0.16,6052.0000,True,
10206340,4.5644014,0.0000093,0.5084,0.2431,0.61,5213.0000,True,
10208759,4.5750306,0.0000095,0.3657,0.3341,0.51,6570.0000,False,
6362386,4.5924016,0.0000094,0.0944,0.0043,0.32,6983.0000,True,
11673686,4.6187690,0.0000095,0.0334,-1.0000,0.39,5949.0000,True,
11200405,4.6396000,0.0000288,0.0184,-1.0000,0.23,5818.0000,False,
7025851,4.6810000,0.0001696,0.2349,0.2043,0.31,6054.0000,False,
9071386,4.6933061,0.0000097,0.0151,-1.0000,0.36,6324.0000,True,
4346875,4.6942191,0.0000099,0.1691,0.0145,0.24,5339.0000,False,
3862246,4.7024935,0.0000099,0.0041,-1.0000,0.13,5265.0000,False,
9635529,4.7039100,0.0000098,0.2265,0.1940,0.39,6347.0000,True,
7199774,4.7081278,0.0000098,0.0508,0.0015,0.16,5633.0000,False,
9528420,4.7084691,0.0000099,0.0366,-1.0000,0.39,5982.0000,False,
7943535,4.7193390,0.0000098,0.0114,0.0063,0.15,6516.0000,True,
4947726,4.7260862,0.0000100,0.1751,0.0146,0.22,5638.0000,False,
11287726,4.7377142,0.0000100,0.0967,0.0334,0.35,5167.0000,False,
8554498,4.7803211,0.0000100,0.0010,-1.0000,0.12,5766.0000,True,
8700558,4.7918146,0.0000101,0.0001,-1.0000,0.17,6234.0000,False,
7691527,4.8002308,0.0000102,0.2571,0.2118,0.18,5354.0000,False,
6227560,4.8035123,0.0000129,0.0315,0.0088,0.13,4405.0000,False,
4049124,4.8044707,0.0000102,0.1344,-1.0000,0.17,5349.0000,False,
5211470,4.8085954,0.0000101,0.0091,0.0061,0.28,4525.0000,False,
5738698,4.8087739,0.0000101,0.2993,0.3042,0.41,6210.0000,True,
9529733,4.8091320,0.0005066,0.1401,0.1131,0.46,6221.0000,False,
10710755,4.8166114,0.0000102,0.0840,-1.0000,0.22,5564.0000,False,
7599004,4.8228925,0.0003682,0.0030,0.0031,0.18,6118.0000,False,
10156064,4.8559364,0.0000102,0.1264,0.0550,0.32,7424.0000,True,
7733731,4.8580950,0.0000102,0.0001,-1.0000,0.44,5870.0000,False,
8302455,4.8839763,0.0000103,0.0897,0.0897,0.29,5797.0000,True,
7362696,4.9313003,0.0000134,0.0006,-1.0000,0.12,5246.0000,False,
5310435,4.9313644,0.0000104,0.2657,0.0708,0.53,6215.0000,False,
11138155,4.9593282,0.0000107,0.0100,-1.0000,0.13,5887.0000,True,
11233911,4.9598996,0.0000107,0.1692,0.1115,0.33,5193.0000,False,
9842890,4.9883757,0.0000152,0.0008,-1.0000,0.51,5583.0000,False,
9842906,4.9886019,0.0000152,0.0004,-1.0000,0.49,6179.0000,False,
11255761,4.9926771,0.0000108,0.0005,-1.0000,0.18,5526.0000,False,
9873869,4.9947779,0.0000107,0.2585,0.0286,0.22,5993.0000,True,
5477805,5.0067095,0.0000108,0.0002,-1.0000,0.18,5921.0000,False,
10158418,5.0074123,0.0000107,0.0047,-1.0000,0.13,5699.0000,True,
7778437,5.0142324,0.0000108,0.0067,-1.0000,0.32,6244.0000,True,
10215869,5.0172700,0.0000571,0.1508,0.0100,0.24,6287.0000,False,
12004679,5.0424901,0.0000108,0.4564,0.3751,0.24,5432.0000,False,
6044064,5.0632068,0.0000110,0.6961,-1.0000,0.54,5095.0000,False,
8316503,5.0653297,0.0000110,0.1494,0.0271,0.25,6103.0000,False,
8736245,5.0694815,0.0000110,0.3495,0.1620,0.29,5594.0000,False,
6965293,5.0778199,0.0000109,0.0169,0.0138,0.18,5944.0000,True,
5530881,5.0825222,0.0000110,0.2726,0.0501,0.27,6138.0000,True,
6591789,5.0884095,0.0000111,0.3527,0.1114,0.25,5410.0000,False,
12504988,5.0939385,0.0000111,0.0267,-1.0000,0.23,5985.0000,True,
10483644,5.1107711,0.0000111,0.0486,0.0019,0.12,5781.0000,False,
10157573,5.1157377,0.0000111,0.0014,-1.0000,0.26,6164.0000,False,
9451127,5.1174021,0.0000111,0.0641,-1.0000,0.22,5881.0000,False,
10227863,5.1397087,0.0000113,0.0002,-1.0000,0.63,5476.0000,False,
6889235,5.1886700,0.0000113,0.0016,0.0008,0.43,9288.0000,True,
4069213,5.1942561,0.0000113,0.0439,0.0048,0.42,6058.0000,True,
4157488,5.1974199,0.0000114,0.0893,0.0895,0.39,5941.0000,False,
6603756,5.2042833,0.0000114,0.0395,-1.0000,0.38,5115.0000,True,
8780968,5.2344872,0.0000249,0.2255,0.1781,0.47,5307.0000,False,
5016163,5.2456595,0.0000115,0.3860,0.3701,0.40,6017.0000,False,
8374499,5.2519183,0.0000116,0.2908,0.0558,0.28,5871.0000,False,
2860788,5.2597422,0.0000116,0.0998,0.0915,0.37,5319.0000,False,
5961350,5.2626684,0.0000115,0.0218,0.0009,0.14,6869.0000,False,
7289157,5.2658073,0.0000116,0.0304,-1.0000,0.37,6013.0000,True,
5462901,5.2707264,0.0000121,0.1058,0.0265,0.15,4139.0000,False,
10486425,5.2748160,0.0000117,0.1039,0.0307,0.25,7018.0000,False,
7369523,5.3188369,0.0000118,0.2754,0.2836,0.40,5907.0000,False,
8953426,5.3317509,0.0000117,0.1611,0.1496,0.40,5987.0000,True,
9971475,5.3574082,0.0000118,0.1870,0.0667,0.23,5561.0000,False,
6964043,5.3625822,0.0000152,0.0063,-1.0000,0.40,5374.0000,True,
5110423,5.3704341,0.0000124,0.0065,0.0055,0.27,5369.0000,False,
8845221,5.4034624,0.0000120,0.2483,0.1669,0.39,6082.0000,False,
12645761,5.4191379,0.0000120,0.0125,0.0117,0.36,4844.0000,False,
9967884,5.4283503,0.0000122,0.0127,-1.0000,0.09,5689.0000,True,
6128027,5.4557662,0.0000122,0.1001,0.0046,0.13,4878.0000,False,
5025294,5.4626904,0.0000122,0.0036,0.0010,0.18,5697.0000,False,
8229048,5.4789525,0.0000123,0.0308,0.0134,0.20,6253.0000,False,
3240706,5.4898651,0.0000124,0.0006,-1.0000,0.21,5760.0000,False,
7129465,5.4918221,0.0000124,0.2752,0.2158,0.24,5182.0000,False,
8953059,5.4999401,0.0000124,0.0441,-1.0000,0.30,6217.0000,True,
2860594,5.4999446,0.0000122,0.0571,0.0178,0.52,6684.0000,False,
9777090,5.5081360,0.0006381,0.1339,0.0414,0.18,4867.0000,False,
5730394,5.5191777,0.0000267,0.2102,0.1661,0.39,5122.0000,False,
4851464,5.5482571,0.0000159,0.0470,-1.0000,0.34,5891.0000,False,
6694186,5.5542237,0.0000124,0.1466,-1.0000,0.24,5247.0000,True,
8848288,5.5664753,0.0000124,0.0008,-1.0000,0.52,4624.0000,False,
3765771,5.5677174,0.0000126,0.0011,-1.0000,0.17,6145.0000,False,
5181455,5.5796309,0.0000126,0.1142,0.0114,0.14,5875.0000,False,
4671584,5.5933253,0.0000127,0.0029,0.0015,0.20,6096.0000,False,
9266285,5.6138696,0.0000128,0.0569,0.0201,0.25,4184.0000,False,
4445630,5.6279121,0.0000128,0.3985,0.3960,0.30,6060.0000,False,
7376983,5.6449249,0.0000163,0.0010,-1.0000,0.13,4601.0000,True,
10338279,5.6602700,0.0000128,0.0004,-1.0000,0.05,5404.0000,True,
11858541,5.6743534,0.0000129,0.0349,0.0099,0.19,5375.0000,False,
10490960,5.6824111,0.0000130,0.2038,0.1973,0.23,5787.0000,False,
9936698,5.7121512,0.0001163,0.1616,0.0899,0.27,6393.0000,False,
11724210,5.7460180,0.0000131,0.0298,-1.0000,0.17,5691.0000,False,
9468296,5.7488257,0.0000132,0.0092,0.0047,0.12,4814.0000,False,
6449358,5.7767904,0.0000131,0.1305,0.0120,0.31,7449.0000,True,
8381592,5.7841801,0.0000138,0.0692,0.0377,0.17,5424.0000,False,
10555365,5.8018100,0.0000399,0.0066,-1.0000,0.23,5466.0000,False,
8488876,5.8018811,0.0000132,0.0329,0.0009,0.18,6957.0000,True,
8180020,5.8031256,0.0000169,0.0606,-1.0000,0.24,5327.0000,True,
6756669,5.8515322,0.0000140,0.0356,-1.0000,0.16,5353.0000,False,
7750740,5.8741978,0.0000136,0.1944,0.0143,0.17,5777.0000,False,
7376500,5.8771280,0.0000294,0.2718,0.0850,0.20,5461.0000,False,
8618226,5.8820362,0.0000136,0.2305,0.0370,0.22,5796.0000,False,
11826400,5.8893723,0.0000135,0.0615,0.0020,0.25,6947.0000,True,
11404644,5.9025999,0.0000137,0.0593,-1.0000,0.29,5892.0000,True,
5282049,5.9103771,0.0000174,0.0166,-1.0000,0.21,5970.0000,True,
5266937,5.9170863,0.0000138,0.5886,0.1860,0.56,5483.0000,False,
9649222,5.9186193,0.0000138,0.0998,0.0022,0.18,5691.0000,True,
3439031,5.9520263,0.0000137,0.4053,0.4156,0.33,6337.0000,True,
6233903,5.9908477,0.0000303,0.1550,0.1415,0.36,5699.0000,False,
10095512,6.0171939,0.0000139,0.1148,0.0531,0.24,5795.0000,False,
8379547,6.0420394,0.0000140,0.1215,-1.0000,0.34,4861.0000,False,
5384802,6.0830927,0.0000144,0.0197,0.0196,0.17,6203.0000,True,
6231401,6.0919556,0.0000144,0.0367,0.0196,0.15,5843.0000,False,
12071006,6.0960264,0.0000142,0.8868,0.1034,0.53,7338.0000,True,
8509346,6.0990331,0.0000144,0.0498,0.0057,0.20,6090.0000,False,
6546508,6.1070571,0.0000183,0.0439,0.0263,0.20,5210.0000,False,
6290382,6.1281610,0.0000144,0.0022,-1.0000,0.13,7016.0000,False,
10963242,6.1468224,0.0000145,0.0003,-1.0000,0.21,6157.0000,False,
12301181,6.1472790,0.0000144,0.0001,-1.0000,0.16,4536.0000,False,
9418619,6.1502471,0.0000144,0.0020,-1.0000,0.07,8671.0000,True,
5728283,6.1982793,0.0000153,0.0519,0.0038,0.36,5750.0000,False,
10385682,6.2074615,0.0000147,0.3491,0.3329,0.34,5805.0000,False,
5359678,6.2306100,0.0000148,0.1403,0.1078,0.27,6159.0000,False,
8219268,6.2467298,0.0000147,0.0005,-1.0000,0.52,4712.0000,False,
10973583,6.2563432,0.0000155,0.0030,-1.0000,0.12,5522.0000,False,
8429817,6.2634947,0.0000149,0.0026,-1.0000,0.04,5971.0000,False,
10593759,6.2652097,0.0000148,0.0094,0.0087,0.19,5995.0000,True,
9029486,6.2771614,0.0000150,0.2358,0.2146,0.20,5368.0000,False,
9715925,6.3081992,0.0000340,0.0932,0.0079,0.11,4891.0000,False,
8460600,6.3520872,0.0000153,0.0691,0.0017,0.16,4947.0000,True,
6182849,6.3991070,0.0000160,0.3511,0.1109,0.21,5893.0000,False,
7763269,6.4079292,0.0007653,0.0075,-1.0000,0.12,6004.0000,False,
9714358,6.4741772,0.0000157,0.1925,0.0138,0.13,4825.0000,False,
5450814,6.4875325,0.0000158,0.0173,-1.0000,0.11,4398.0000,False,
7125636,6.4906615,0.0000158,0.1841,0.1566,0.14,4358.0000,False,
8580438,6.4960325,0.0000158,0.1115,0.0043,0.23,5307.0000,False,
9179531,6.5107804,0.0000158,0.1278,0.1271,0.28,5594.0000,False,
7455553,6.5164972,0.0000159,0.0019,0.0011,0.15,6434.0000,False,
8604993,6.5704209,0.0000160,0.0574,0.0216,0.18,5576.0000,False,
2973509,6.6276114,0.0000161,0.2150,0.1357,0.24,6058.0000,False,
10965963,6.6402415,0.0000163,0.2143,0.1818,0.22,5814.0000,True,
9489411,6.6889278,0.0000164,0.5020,0.4482,0.66,4499.0000,False,
5263802,6.7005059,0.0000163,0.0286,0.0286,0.19,6642.0000,True,
8323764,6.7142450,0.0000492,0.0209,-1.0000,0.16,4961.0000,False,
10487119,6.7493598,0.0000219,0.0760,0.0658,0.20,5500.0000,False,
7960547,6.7673409,0.0000167,0.2340,0.2209,0.17,5669.0000,False,
6191945,6.8073770,0.0007653,0.0134,0.0099,0.08,4992.0000,False,
10295951,6.8108248,0.0000167,0.0149,-1.0000,0.36,6998.0000,True,
8043714,6.8149890,0.0000175,0.0243,-1.0000,0.12,5280.0000,False,
11198723,6.8403056,0.0000169,0.1166,0.0370,0.17,5714.0000,False,
8746310,6.8556244,0.0000170,0.0643,0.0086,0.12,5848.0000,False,
8938628,6.8622157,0.0000170,0.0473,0.0295,0.14,5602.0000,False,
3542573,6.9427958,0.0000172,0.0889,0.0837,0.25,5741.0000,True,
5197256,6.9633883,0.0000172,0.0104,0.0050,0.80,7609.0000,True,
7270230,6.9980904,0.0000175,0.0188,-1.0000,0.07,5417.0000,False,
6766748,7.0028651,0.0000175,0.3253,0.1626,0.25,6601.0000,False,
9913481,7.0094854,0.0000174,0.0996,0.0696,0.36,7408.0000,True,
8869680,7.0339510,0.0000176,0.0001,-1.0000,0.35,5810.0000,True,
7362852,7.0367139,0.0000176,0.2992,0.2888,0.31,5961.0000,False,
10809677,7.0421757,0.0000176,0.0053,0.0041,0.17,4995.0000,False,
5988465,7.0565264,0.0000175,0.0033,0.0033,0.76,8661.0000,False,
10259029,7.0611400,0.0000529,0.1141,0.0142,0.12,5373.0000,False,
9944421,7.0952066,0.0000179,0.2234,0.0274,0.12,5304.0000,False,
7128918,7.1187988,0.0000179,0.1032,0.0546,0.16,5386.0000,False,
2019076,7.1292282,0.0000187,0.0872,0.0486,0.16,5624.0000,False,
9898364,7.1323815,0.0000180,0.0007,-1.0000,0.11,7300.0000,False,
8128965,7.1403779,0.0000180,0.2108,0.0935,0.29,5683.0000,False,
10794242,7.1437058,0.0000180,0.2082,0.0125,0.21,5459.0000,False,
6762188,7.1555020,0.0000181,0.0027,-1.0000,0.18,4801.0000,False,
12557713,7.2147226,0.0000183,0.0433,0.0092,0.09,4594.0000,False,
5990753,7.2165917,0.0000181,0.0000,-1.0000,0.15,4886.0000,False,
6468938,7.2170122,0.0000181,0.0746,0.0603,0.16,5805.0000,False,
7938468,7.2269508,0.0000181,0.7149,0.1581,0.55,5899.0000,False,
3003991,7.2447788,0.0000184,0.0937,0.0048,0.13,5366.0000,False,
7972785,7.3007334,0.0000187,0.0143,-1.0000,0.25,6134.0000,True,
4753988,7.3044260,0.0000187,0.1309,0.0445,0.16,5766.0000,False,
10068383,7.3049701,0.0000187,0.0080,-1.0000,0.19,5046.0000,True,
5736461,7.3461642,0.0000195,0.1182,0.0848,0.24,5412.0000,False,
3248332,7.3636066,0.0000187,0.1249,0.0974,0.20,6578.0000,False,
3335816,7.4220063,0.0000188,0.0210,0.0106,0.16,6079.0000,True,
10923260,7.4360170,0.0000191,0.1087,0.0039,0.15,5970.0000,False,
9761573,7.4416079,0.0009445,0.0022,-1.0000,0.10,6308.0000,False,
11656840,7.4426597,0.0000191,0.0259,-1.0000,0.10,5873.0000,True,
10020423,7.4483776,0.0000192,0.1586,0.0053,0.15,5673.0000,True,
9762519,7.5151465,0.0000194,0.1154,0.0247,0.12,5435.0000,False,
8285254,7.5358961,0.0000195,0.1617,0.0306,0.28,4888.0000,False,
3347485,7.5448413,0.0000194,0.0039,-1.0000,0.28,5659.0000,False,
8543278,7.5492999,0.0000195,0.0405,0.0165,0.09,4950.0000,False,
7970760,7.6494130,0.0000197,0.2403,0.0924,0.25,6172.0000,False,
6866228,7.7023697,0.0000201,0.0163,-1.0000,0.12,5388.0000,False,
6927629,7.7352283,0.0000209,0.3281,0.2376,0.21,5550.0000,False,
8364119,7.7359104,0.0000200,0.2981,0.2440,0.14,5443.0000,True,
6949550,7.8410674,0.0000206,0.3224,0.3033,0.15,5718.0000,False,
9724993,7.8633661,0.0000207,0.0172,-1.0000,0.12,5509.0000,False,
5077629,7.9193695,0.0000216,0.0163,-1.0000,0.12,5458.0000,False,
7708193,7.9424500,0.0001494,0.0828,0.0270,0.24,5315.0000,False,
5731312,7.9463824,0.0000211,0.2358,0.0231,0.08,4658.0000,True,
9579499,7.9467154,0.0000211,0.0086,0.0057,0.05,4705.0000,False,
3348093,7.9644200,0.0000629,0.2622,0.1551,0.12,4295.0000,False,
9576197,7.9644342,0.0000211,0.0720,-1.0000,0.34,5082.0000,True,
6305192,8.0251572,0.0000214,0.0032,-1.0000,0.22,5347.0000,False,
10925104,8.0413390,0.0000214,0.0006,-1.0000,0.13,4450.0000,True,
11071207,8.0496347,0.0000214,0.2655,0.1343,0.16,6427.0000,True,
2166200,8.0969564,0.0000639,0.1008,-1.0000,0.11,6344.0000,False,
2452440,8.0970448,0.0000639,0.0661,-1.0000,0.18,5519.0000,False,
3654950,8.1347246,0.0000226,0.0559,0.0585,0.26,5233.0000,False,
6220470,8.1441360,0.0000217,0.0963,0.0122,0.33,7377.0000,False,
12013615,8.2028691,0.0000221,0.3237,0.2538,0.27,5778.0000,False,
12470530,8.2072571,0.0000221,0.3570,0.1261,0.13,4725.0000,False,
9532123,8.2150000,0.0001952,0.0671,0.0502,0.15,5434.0000,False,
5965819,8.2400554,0.0000221,0.0003,-1.0000,0.28,5718.0000,False,
3970233,8.2549143,0.0000553,0.0204,-1.0000,0.25,5224.0000,False,
9098810,8.2581820,0.0000219,0.2861,0.2223,0.12,5126.0000,False,
9892471,8.2680828,0.0000232,0.0689,0.0055,0.10,5496.0000,False,
9411317,8.2905010,0.0010505,0.1724,0.0144,0.08,4416.0000,False,
11495766,8.3404432,0.0000223,0.0005,0.0005,0.10,5631.0000,False,
11100657,8.3441012,0.0000285,0.0086,-1.0000,0.06,5243.0000,False,
2438502,8.3606190,0.0000236,0.0227,-1.0000,0.30,5126.0000,True,
2445134,8.4120089,0.0000228,0.1379,0.0074,0.16,5999.0000,False,
5817566,8.4121982,0.0000226,0.1525,0.1558,0.47,7994.0000,True,
11599264,8.4281506,0.0000291,0.0101,-1.0000,0.06,5533.0000,False,
9821151,8.4294126,0.0000226,0.0001,-1.0000,0.13,6135.0000,False,
1026032,8.4604378,0.0000230,0.0710,0.0270,0.15,5715.0000,False,
7670485,8.4677064,0.0000230,0.0740,0.0668,0.14,5623.0000,False,
9851142,8.4803000,0.0000485,0.0911,0.0123,0.26,6804.0000,True,
10383696,8.4877000,0.0000685,0.0816,0.0086,0.13,5346.0000,False,
10091110,8.5303353,0.0000294,0.0178,-1.0000,0.13,5943.0000,False,
7186665,8.5593960,0.0000234,0.0001,-1.0000,0.30,5848.0000,False,
7816680,8.5851984,0.0000244,0.1199,0.0909,0.18,6267.0000,False,
3869326,8.5860440,0.0000232,0.0008,-1.0000,0.14,4903.0000,False,
11391181,8.6173396,0.0000236,0.1751,0.1027,0.12,5218.0000,False,
12367310,8.6274874,0.0000236,0.0344,0.0040,0.14,4965.0000,False,
4948863,8.6435903,0.0000238,0.0592,0.0124,0.10,5490.0000,False,
7898576,8.6468983,0.0011813,0.2184,0.1665,0.30,6217.0000,False,
4150611,8.6530923,0.0000236,0.0547,0.0511,0.14,6623.0000,True,
8590780,8.6538930,0.0000236,0.3784,0.3854,0.19,5972.0000,False,
4946680,8.6652604,0.0000238,0.0018,0.0011,0.10,5768.0000,False,
9048145,8.6678260,0.0000238,0.0402,0.0014,0.15,6484.0000,False,
8222813,8.7042122,0.0000303,0.0011,-1.0000,0.12,5221.0000,False,
11671660,8.7103390,0.0000238,0.0525,0.0572,0.76,4867.0000,False,
5284133,8.7845759,0.0000240,0.2452,0.0492,0.15,7922.0000,True,
4940201,8.8166283,0.0000244,0.0347,0.0177,0.15,5284.0000,False,
4839180,8.8526867,0.0000242,0.2593,0.1644,0.22,6033.0000,False,
4912991,8.8850348,0.0000246,0.0224,0.0215,0.09,6032.0000,True,
11124509,8.8929049,0.0000246,0.0070,0.0033,0.09,5417.0000,False,
5652260,8.9292600,0.0000737,0.0615,0.0353,0.15,5516.0000,False,
8589754,8.9393811,0.0000537,0.2819,0.2362,0.26,6233.0000,False,
9966115,8.9474264,0.0000246,0.0917,0.0035,0.14,5973.0000,True,
7950775,8.9666113,0.0000249,0.0566,0.0237,0.12,6222.0000,False,
6707942,9.0142000,0.0000300,0.0326,0.0014,0.08,4678.0000,False,
9934208,9.0584866,0.0000253,0.1339,0.0092,0.13,4258.0000,False,
10026136,9.0801943,0.0000255,0.2904,0.2416,0.18,6292.0000,False,
4940438,9.0859070,0.0000265,0.0025,-1.0000,0.08,5659.0000,False,
10549576,9.0894658,0.0000255,0.0995,0.0273,0.20,7492.0000,False,
6781535,9.1220856,0.0000258,0.0565,0.0305,0.12,5727.0000,False,
7597703,9.2178033,0.0000260,0.3712,0.3327,0.29,5713.0000,False,
9552608,9.2506211,0.0000260,0.0010,-1.0000,0.11,7906.0000,True,
12022718,9.2553314,0.0000262,0.0079,0.0027,0.13,5564.0000,False,
5372966,9.2863571,0.0000262,0.0474,-1.0000,0.12,5464.0000,False,
10296163,9.2967644,0.0000260,0.2057,0.0256,0.17,6229.0000,False,
3735629,9.3283461,0.0000571,0.4467,0.2224,0.13,4877.0000,False,
8345358,9.3806332,0.0000267,0.0576,0.0155,0.12,5656.0000,False,
7877824,9.4494257,0.0000340,0.2980,0.2619,0.16,5534.0000,False,
4737302,9.4555885,0.0000267,0.1104,0.0544,0.26,6845.0000,True,
5781192,9.4599934,0.0000267,0.2192,0.1307,0.14,5372.0000,True,
4737267,9.5240765,0.0000272,0.3510,0.1989,0.33,5156.0000,True,
3865298,9.5306346,0.0013735,0.2879,0.2534,0.15,5295.0000,False,
4281895,9.5435880,0.0000270,0.0634,0.0652,0.13,5309.0000,True,
5347784,9.5840588,0.0000272,0.1128,0.1045,0.19,5392.0000,False,
11232745,9.6342435,0.0000277,0.0318,0.0210,0.09,5204.0000,False,
5534814,9.7187752,0.0000280,0.0051,0.0052,0.07,5794.0000,False,
6197038,9.7517082,0.0000280,0.3586,-1.0000,0.46,4937.0000,False,
4076952,9.7611686,0.0000283,0.2069,0.1989,0.38,6228.0000,False,
11817750,9.7625507,0.0000280,0.0385,0.0290,0.15,6930.0000,True,
4937143,9.8488760,0.0003133,0.0257,0.0222,0.16,6705.0000,False,
6579806,9.8804825,0.0000288,0.0174,0.0024,0.07,5869.0000,False,
3971315,9.8922771,0.0000288,0.0058,0.0016,0.12,5962.0000,False,
10026457,9.9344232,0.0000291,0.0601,0.0600,0.19,5222.0000,False,
6634112,9.9422290,0.0000291,0.0267,-1.0000,0.07,5099.0000,False,
5286786,9.9487462,0.0000291,0.0022,0.0026,0.11,4946.0000,False,
8848271,9.9916650,0.0000291,0.0033,0.0009,0.12,5627.0000,False,
4840818,10.0495365,0.0000294,0.0500,0.0238,0.12,6113.0000,False,
8358008,10.0646892,0.0000294,0.0095,0.0048,0.10,5020.0000,False,
4263529,10.1040158,0.0000297,0.0012,-1.0000,0.02,5330.0000,False,
12351927,10.1161484,0.0000297,0.0533,0.0051,0.07,4641.0000,False,
8984706,10.1354004,0.0000300,0.2465,0.2267,0.13,5642.0000,False,
6960446,10.1490000,0.0000881,0.0392,0.0344,0.18,6117.0000,False,
9412462,10.1865899,0.0000300,0.3059,0.2402,0.28,5350.0000,False,
5393558,10.2171033,0.0000303,0.1805,0.1060,0.12,5676.0000,False,
8624520,10.2405936,0.0000303,0.0030,-1.0000,0.02,5083.0000,False,
3120320,10.2656134,0.0000300,0.1431,0.0127,0.14,5676.0000,True,
11409698,10.2678271,0.0000303,0.2537,0.0310,0.14,6409.0000,False,
8296467,10.3033555,0.0000306,0.4187,0.2970,0.16,5316.0000,False,
2306740,10.3069870,0.0000306,0.3153,0.2950,0.27,5647.0000,False,
4936990,10.3145092,0.0000385,0.0092,0.0018,0.10,6099.0000,False,
3734868,10.3280360,0.0000319,0.0165,-1.0000,0.23,5415.0000,True,
11619964,10.3685551,0.0000309,0.1441,0.0362,0.11,5582.0000,False,
7678434,10.3716917,0.0000309,0.0013,-1.0000,0.10,5010.0000,False,
11909839,10.4059980,0.0000322,0.0158,-1.0000,0.19,5527.0000,False,
6675060,10.4433279,0.0000920,0.1292,-1.0000,0.09,5883.0000,False,
9353182,10.4762575,0.0000309,0.1271,0.0118,0.20,5874.0000,False,
9636559,10.6367000,0.0000940,0.2027,0.0481,0.14,6554.0000,False,
7009828,10.6424535,0.0000319,0.0967,0.0713,0.23,5581.0000,False,
4352168,10.6437482,0.0000319,0.4060,0.1045,0.13,5115.0000,False,
5728139,10.6681650,0.0000322,0.0050,0.0051,0.27,5771.0000,True,
10987439,10.6745992,0.0000322,0.0164,0.0131,0.10,6182.0000,False,
10979716,10.6840564,0.0000322,0.0778,0.0548,0.10,3932.0000,False,
10711551,10.6922191,0.0000336,0.2909,0.2148,0.18,5752.0000,False,
11547869,10.7274170,0.0013735,0.0551,-1.0000,0.03,3589.0000,False,
5771589,10.7391422,0.0000332,0.0013,0.0004,0.12,5927.0000,True,
6548447,10.7683785,0.0000322,0.1375,0.1065,0.30,5031.0000,True,
9240664,10.7843330,0.0000325,0.0002,-1.0000,0.25,5370.0000,False,
11285625,10.7904443,0.0000322,0.1157,0.0890,0.23,6882.0000,True,
8892910,10.8101340,0.0000325,0.0060,-1.0000,0.11,5943.0000,True,
6698670,10.8158902,0.0000325,0.0491,0.0008,0.10,6002.0000,True,
9774400,10.8182928,0.0000325,0.0184,0.0064,0.45,5684.0000,False,
6594972,10.8191714,0.0000329,0.4078,0.0972,0.13,5680.0000,False,
5218014,10.8452926,0.0000329,0.0068,0.0061,0.11,4752.0000,False,
6859813,10.8824223,0.0000325,0.1935,0.0066,0.13,5951.0000,True,
8935352,10.9088000,0.0002837,0.4752,0.1469,0.39,5091.0000,False,
8241079,10.9191173,0.0000329,0.0001,-1.0000,0.19,5946.0000,False,
7802136,10.9802457,0.0000336,0.0498,-1.0000,0.09,5712.0000,False,
8263752,10.9938022,0.0000332,0.0101,0.0039,0.12,6320.0000,False,
8263746,10.9938362,0.0000723,0.1385,0.0789,0.16,4697.0000,False,
5632781,11.0252022,0.0000332,0.3950,0.3766,0.23,5786.0000,True,
9468382,11.0824887,0.0000336,0.0018,-1.0000,0.19,4911.0000,False,
9468384,11.0825776,0.0000723,0.2616,0.0667,0.16,5595.0000,False,
4245897,11.2578219,0.0000343,0.7569,0.1718,0.51,6595.0000,True,
