##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): July 18, 2019, 11:54 p.m.
## Download Date (Y/M/D): 2019/07/22
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;etvlong&quot;:true,&quot;campaign&quot;:[&quot;5&quot;,&quot;4&quot;,&quot;1&quot;,&quot;0&quot;,&quot;3&quot;,&quot;2&quot;,&quot;-2&quot;],&quot;morph&quot;:{&quot;max&quot;:0.8,&quot;min&quot;:0.0},&quot;kics&quot;:[],&quot;cols&quot;:[&quot;sdepth&quot;,&quot;scdata&quot;,&quot;morph&quot;,&quot;pdepth&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;keff&quot;,&quot;p&quot;,&quot;figs&quot;,&quot;perr&quot;],&quot;etvshort&quot;:true,&quot;p&quot;:{&quot;max&quot;:50.0,&quot;min&quot;:0.0},&quot;incat1&quot;:true,&quot;keff&quot;:{&quot;min&quot;:0.0},&quot;kois&quot;:[]}
##
#KIC,period,period_err,pdepth,sdepth,morph,Teff,SC,
3437778,0.6355819,0.0000012,0.4472,0.2139,0.68,6929.0000,False,
5022908,0.6372483,0.0000109,0.3026,0.2223,0.80,6696.0000,False,
5716763,0.6406607,0.0000005,0.0005,-1.0000,0.46,5672.0000,False,
5696909,0.6430031,0.0000006,0.0026,0.0018,0.50,5451.0000,False,
6103049,0.6431712,0.0000006,0.0435,0.0305,0.59,5623.0000,False,
3853673,0.6437959,0.0000006,0.0005,-1.0000,0.54,5727.0000,True,
9328852,0.6458515,0.0000006,0.3051,0.0699,0.54,4338.0000,True,
3344427,0.6517851,0.0000017,0.3402,0.2108,0.57,4676.0000,False,
7836330,0.6583898,0.0000006,0.0283,-1.0000,0.63,5053.0000,False,
7458285,0.6606276,0.0000006,0.3471,0.1888,0.71,6536.0000,False,
8579812,0.6610619,0.0000217,0.3894,0.1815,0.68,6521.0000,False,
2447893,0.6616200,0.0000006,0.1767,0.1193,0.58,5059.0000,False,
10275747,0.6617485,0.0000006,0.5388,0.1693,0.62,7362.0000,False,
6302051,0.6658734,0.0000006,0.1914,0.1157,0.75,8041.0000,False,
4936680,0.6662267,0.0000117,0.3909,0.1795,0.67,7905.0000,False,
4571536,0.6767150,0.0000008,0.0003,-1.0000,0.50,5134.0000,False,
6531485,0.6769904,0.0000006,0.0203,0.0164,0.54,5587.0000,False,
10095469,0.6777628,0.0000013,0.4688,0.1080,0.60,6261.0000,False,
7051984,0.6781334,0.0000006,0.0001,-1.0000,0.54,5438.0000,False,
11027722,0.6781374,0.0000006,0.0009,-1.0000,0.47,6212.0000,True,
12554536,0.6844956,0.0000006,0.3347,0.1075,0.63,7443.0000,False,
8248812,0.6853660,0.0000006,0.2331,0.1489,0.66,7018.0000,False,
4077442,0.6928422,0.0000006,0.0972,0.0703,0.59,4523.0000,False,
8182360,0.6951457,0.0000232,0.0922,0.0637,0.66,6904.0000,False,
8435247,0.6961296,0.0000008,0.0202,-1.0000,0.57,5046.0000,True,
5077994,0.6962874,0.0000006,0.2356,0.2307,0.67,5620.0000,False,
6665064,0.6983698,0.0000098,0.0015,-1.0000,0.52,5780.0000,False,
11197853,0.6984615,0.0000006,0.0001,-1.0000,0.48,4981.0000,False,
11076176,0.6999861,0.0000006,0.4081,-1.0000,0.58,5034.0000,False,
7433513,0.7011190,0.0000006,0.1476,0.0525,0.70,5466.0000,False,
9149789,0.7050231,0.0000006,0.0002,-1.0000,0.54,5311.0000,False,
12108333,0.7054482,0.0000006,0.3498,0.2816,0.62,5710.0000,False,
8094140,0.7064291,0.0000006,0.3507,0.1264,0.50,4200.0000,False,
9551200,0.7119216,0.0000006,0.0633,-1.0000,0.56,5059.0000,False,
9767437,0.7127220,0.0000006,0.0363,0.0302,0.67,4770.0000,False,
6469946,0.7158021,0.0000007,0.0024,-1.0000,0.52,5097.0000,False,
9752973,0.7167094,0.0000006,0.0001,-1.0000,0.43,5865.0000,True,
8155368,0.7186437,0.0000006,0.2092,0.0725,0.57,5525.0000,False,
9944201,0.7215230,0.0000007,0.0223,0.0067,0.50,4737.0000,False,
6865626,0.7267678,0.0000007,0.1766,0.0932,0.66,5611.0000,False,
3228824,0.7309423,0.0000008,0.0005,-1.0000,0.64,4606.0000,False,
3228863,0.7309440,0.0000007,0.4821,0.2801,0.65,6561.0000,False,
6669809,0.7337378,0.0000007,0.2424,0.1141,0.65,7239.0000,True,
10383620,0.7345628,0.0000007,0.2327,0.1484,0.64,7470.0000,False,
10711646,0.7376522,0.0000007,0.1035,0.0579,0.51,4339.0000,False,
2449084,0.7397571,0.0000123,0.3852,0.1618,0.70,6177.0000,False,
8590527,0.7397700,0.0000007,0.0212,0.0058,0.53,6216.0000,True,
3848972,0.7410574,0.0000007,0.0019,0.0017,0.46,5286.0000,False,
4554004,0.7425074,0.0000343,0.1822,0.0776,0.62,6210.0000,False,
7119757,0.7429222,0.0000007,0.1664,0.1455,0.64,5072.0000,False,
2719436,0.7434798,0.0000078,0.1997,0.1289,0.68,7041.0000,True,
10905804,0.7510975,0.0000007,0.1700,0.0808,0.68,8000.0000,False,
7220320,0.7521576,0.0000021,0.0299,0.0172,0.56,5533.0000,False,
7707742,0.7583544,0.0000015,0.5395,0.1369,0.61,6918.0000,False,
5529643,0.7597663,0.0000007,0.0005,-1.0000,0.62,5902.0000,False,
7941635,0.7627242,0.0000007,0.0097,-1.0000,0.52,5131.0000,False,
6549491,0.7646535,0.0000007,0.0095,0.0037,0.79,5597.0000,False,
4455763,0.7662980,0.0000007,0.0195,-1.0000,0.52,6059.0000,False,
6283224,0.7664732,0.0000008,0.2019,0.1521,0.57,5100.0000,False,
8479107,0.7675766,0.0000007,0.1618,0.0974,0.53,5046.0000,False,
6432059,0.7697398,0.0000007,0.0117,-1.0000,0.54,5412.0000,False,
3218683,0.7716695,0.0000007,0.3336,0.2787,0.69,5119.0000,False,
7733540,0.7725821,0.0000007,0.0017,-1.0000,0.78,3918.0000,False,
8620561,0.7820467,0.0000016,0.2366,0.1327,0.53,4596.0000,False,
8953296,0.7842945,0.0000007,0.2238,0.0559,0.60,6346.0000,False,
9935245,0.7848598,0.0000016,0.2948,0.1334,0.63,5400.0000,False,
7690843,0.7862605,0.0000007,0.0554,0.0284,0.64,4827.0000,False,
10934755,0.7864843,0.0000007,0.3877,0.1612,0.68,7645.0000,False,
12785282,0.7887499,0.0000007,0.1540,0.1153,0.64,6924.0000,False,
6187893,0.7891676,0.0000008,0.0644,0.0258,0.60,5103.0000,False,
10186945,0.7936710,0.0000007,0.0002,-1.0000,0.49,4894.0000,False,
8166095,0.7991270,0.0000144,0.0542,0.0377,0.78,7362.0000,False,
5647008,0.7998617,0.0000008,0.0093,-1.0000,0.56,5444.0000,False,
6279974,0.8052593,0.0000008,0.0012,-1.0000,0.43,6022.0000,False,
7107567,0.8125981,0.0000141,0.0062,0.0030,0.50,6897.0000,False,
10024144,0.8155959,0.0000010,0.0789,-1.0000,0.74,6073.0000,False,
8386048,0.8174223,0.0000024,0.3919,0.2100,0.71,5863.0000,False,
9790965,0.8220677,0.0000008,0.0339,0.0121,0.59,6309.0000,False,
8848104,0.8248518,0.0000008,0.0289,-1.0000,0.50,5447.0000,False,
10454725,0.8317678,0.0000017,0.3261,0.1009,0.64,6911.0000,False,
7766185,0.8354573,0.0000008,0.4005,0.3649,0.73,5977.0000,False,
8211824,0.8411262,0.0000008,0.0761,0.0781,0.59,4860.0000,True,
3339563,0.8412315,0.0000008,0.2254,0.1036,0.72,5367.0000,False,
6464285,0.8436513,0.0000008,0.2964,0.0678,0.55,5061.0000,False,
6028860,0.8440331,0.0000008,0.0011,0.0012,0.47,5401.0000,False,
6311681,0.8447864,0.0000008,0.0060,-1.0000,0.59,5500.0000,False,
10129482,0.8462906,0.0000008,0.1833,0.0511,0.48,4558.0000,False,
6365321,0.8484849,0.0000008,0.0018,-1.0000,0.44,5648.0000,True,
8822555,0.8528415,0.0000312,0.2365,0.1401,0.80,6375.0000,False,
10257903,0.8585697,0.0000008,0.1036,0.0693,0.59,5761.0000,False,
5606644,0.8619311,0.0000154,0.0564,0.0305,0.63,7541.0000,False,
12109845,0.8659588,0.0000027,0.2506,0.1260,0.52,4371.0000,False,
8904448,0.8659827,0.0000008,0.2471,0.1199,0.74,7820.0000,False,
4929299,0.8687195,0.0000011,0.0002,-1.0000,0.51,5531.0000,False,
2577756,0.8703335,0.0000009,0.1013,-1.0000,0.63,5630.0000,False,
9346655,0.8716212,0.0000009,0.0936,-1.0000,0.47,4183.0000,False,
9394601,0.8768264,0.0000009,0.1526,0.0279,0.59,6118.0000,False,
8314879,0.8777596,0.0000080,0.3415,0.2103,0.62,8904.0000,False,
9840412,0.8784558,0.0000009,0.1891,0.1644,0.79,6507.0000,False,
8696327,0.8792289,0.0000325,0.4087,0.2567,0.75,6720.0000,False,
5474733,0.8837752,0.0000009,0.0001,-1.0000,0.54,5700.0000,False,
7777443,0.8851249,0.0000009,0.3859,0.1371,0.63,8224.0000,True,
2851100,0.8901084,0.0000009,0.0007,-1.0000,0.46,4600.0000,False,
10815379,0.8905202,0.0000009,0.0802,0.0293,0.79,6069.0000,True,
3458919,0.8920610,0.0000009,0.0783,0.0586,0.54,5063.0000,False,
7501230,0.8927503,0.0000009,0.3345,0.2582,0.75,6977.0000,False,
9392682,0.8929178,0.0000009,0.1771,0.1592,0.80,7195.0000,False,
3659940,0.8962698,0.0000009,0.0828,-1.0000,0.55,5344.0000,False,
8240861,0.8984997,0.0000336,0.4122,0.4214,0.62,6088.0000,False,
4739791,0.8989211,0.0000163,0.1614,0.0674,0.59,7538.0000,False,
7811211,0.9024056,0.0000009,0.0050,-1.0000,0.49,5549.0000,False,
7812455,0.9035823,0.0000009,0.0012,0.0011,0.50,6253.0000,False,
7258889,0.9039046,0.0000009,0.3919,0.1171,0.59,6203.0000,False,
10735519,0.9070641,0.0000009,0.0019,-1.0000,0.56,4881.0000,False,
6045264,0.9093104,0.0000009,0.3601,0.3517,0.61,6074.0000,False,
7584739,0.9115578,0.0000009,0.4165,0.2537,0.72,6772.0000,False,
9020426,0.9133929,0.0000009,0.4127,0.3977,0.59,5732.0000,False,
6516874,0.9163269,0.0000012,0.0887,0.0997,0.61,5787.0000,False,
3954798,0.9184800,0.0000009,0.7447,0.1853,0.58,6140.0000,True,
8087799,0.9262976,0.0000035,0.0507,0.0350,0.73,7869.0000,False,
12400729,0.9317259,0.0000009,0.0805,-1.0000,0.52,4949.0000,False,
5636642,0.9335000,0.0000029,0.0116,0.0108,0.48,5528.0000,False,
10407221,0.9337397,0.0000010,0.0005,-1.0000,0.61,4427.0000,False,
10363300,0.9349261,0.0000009,0.1354,0.0505,0.56,5700.0000,False,
10599397,0.9374067,0.0000010,0.0053,-1.0000,0.51,5278.0000,False,
5621294,0.9389049,0.0000009,0.3647,0.0695,0.60,8425.0000,False,
3662635,0.9393755,0.0000010,0.1077,0.0905,0.57,5589.0000,True,
6778050,0.9458280,0.0000010,0.2832,0.2376,0.55,5091.0000,False,
8608310,0.9503824,0.0000010,0.2583,0.2514,0.65,6257.0000,False,
10794405,0.9523775,0.0000010,0.0022,0.0021,0.63,5479.0000,False,
9596187,0.9533167,0.0000010,0.0020,-1.0000,0.48,5929.0000,False,
5269407,0.9588711,0.0000010,0.2266,0.0445,0.53,5307.0000,False,
4729553,0.9612926,0.0000010,0.3280,0.1719,0.61,6091.0000,False,
7681230,0.9625910,0.0000011,0.0009,-1.0000,0.45,6029.0000,False,
5471619,0.9628354,0.0000010,0.4395,0.1149,0.60,7844.0000,False,
9788457,0.9633378,0.0000010,0.5846,0.1453,0.60,7939.0000,False,
4350454,0.9656582,0.0000010,0.1509,0.0750,0.80,5907.0000,False,
2854948,0.9743044,0.0000013,0.0332,-1.0000,0.50,5466.0000,False,
10991989,0.9744780,0.0000010,0.0088,0.0050,0.54,5021.0000,True,
3957477,0.9790522,0.0000010,0.0550,0.0386,0.58,5395.0000,False,
9220600,0.9791626,0.0000010,0.0649,0.0293,0.64,7055.0000,False,
9574614,0.9820854,0.0000010,0.0050,-1.0000,0.40,5276.0000,False,
6187341,0.9845990,0.0000014,0.0010,-1.0000,0.42,4798.0000,False,
11358392,0.9849768,0.0000010,0.0064,-1.0000,0.44,6195.0000,False,
5642620,0.9867910,0.0000013,0.0002,-1.0000,0.42,4442.0000,False,
3122985,0.9934885,0.0000010,0.0235,-1.0000,0.47,5592.0000,False,
3113266,0.9958613,0.0000010,0.0045,0.0050,0.39,5077.0000,False,
6262882,0.9965008,0.0000011,0.0194,0.0076,0.79,8317.0000,False,
3965242,0.9967236,0.0000010,0.0322,-1.0000,0.53,5183.0000,False,
3834322,0.9968580,0.0000010,0.0002,-1.0000,0.43,4627.0000,False,
8758161,0.9982176,0.0000010,0.0862,-1.0000,0.58,6729.0000,True,
12255382,0.9993228,0.0000010,0.0000,-1.0000,0.54,5352.0000,False,
8669092,1.0008312,0.0000010,0.0032,-1.0000,0.50,6028.0000,True,
12356746,1.0049085,0.0000010,0.0407,0.0337,0.53,5882.0000,False,
10063044,1.0096716,0.0000011,0.1655,0.0446,0.59,7420.0000,False,
8565912,1.0121736,0.0000399,0.3238,0.0845,0.59,6771.0000,False,
8294484,1.0127395,0.0000537,0.1282,-1.0000,0.58,6253.0000,False,
10189523,1.0139159,0.0000011,0.0394,-1.0000,0.48,5002.0000,False,
3431321,1.0150487,0.0000011,0.0092,0.0039,0.79,9589.0000,False,
12599700,1.0177858,0.0000011,0.0371,-1.0000,0.45,3887.0000,False,
8913061,1.0199706,0.0000011,0.3223,0.2379,0.76,5414.0000,False,
9832545,1.0207493,0.0000404,0.4305,0.1279,0.59,7903.0000,False,
9474485,1.0251632,0.0000011,0.3763,0.3569,0.53,4469.0000,False,
5534702,1.0254659,0.0000011,0.1623,0.1111,0.59,6838.0000,False,
4679687,1.0279026,0.0000014,0.0025,-1.0000,0.44,5225.0000,False,
10676927,1.0311005,0.0000033,0.1658,-1.0000,0.56,5451.0000,False,
6191574,1.0345298,0.0000011,0.0668,-1.0000,0.50,4208.0000,False,
10264202,1.0351478,0.0000011,0.1008,0.0705,0.50,5207.0000,False,
4649324,1.0356909,0.0000011,0.0710,0.0282,0.63,6098.0000,False,
11968513,1.0365914,0.0000014,0.0836,-1.0000,0.49,5337.0000,False,
6047498,1.0374450,0.0000011,0.0007,-1.0000,0.42,5359.0000,True,
5078879,1.0393706,0.0000011,0.0007,0.0006,0.42,6160.0000,False,
4551328,1.0441159,0.0000011,0.0018,-1.0000,0.50,5182.0000,False,
9345838,1.0458736,0.0000011,0.2363,0.1388,0.75,6761.0000,False,
3848919,1.0472603,0.0000011,0.3792,0.3418,0.57,5226.0000,False,
9419603,1.0524172,0.0000011,0.0725,0.0411,0.77,5652.0000,False,
11455795,1.0573353,0.0000011,0.0463,-1.0000,0.47,4477.0000,False,
8552540,1.0619343,0.0000011,0.3952,0.2392,0.57,5749.0000,True,
4647652,1.0648240,0.0000011,0.1077,0.0482,0.68,6265.0000,False,
3749508,1.0657337,0.0000011,0.0047,-1.0000,0.52,5961.0000,False,
5475624,1.0698434,0.0000015,0.2268,0.0826,0.66,6561.0000,False,
10616829,1.0729341,0.0000012,0.1075,0.0324,0.59,6670.0000,False,
9402652,1.0731040,0.0000011,0.3596,0.3496,0.65,6641.0000,False,
3351945,1.0805381,0.0000012,0.0320,-1.0000,0.50,4744.0000,False,
8608490,1.0828100,0.0000012,0.4058,0.2189,0.51,4897.0000,True,
11391667,1.0837368,0.0000012,0.0085,0.0069,0.45,5394.0000,True,
10736223,1.1050943,0.0000012,0.6923,0.1467,0.56,7797.0000,True,
6695889,1.1065608,0.0000012,0.2478,0.0705,0.50,5964.0000,False,
9164694,1.1113636,0.0000012,0.3869,0.2130,0.75,6213.0000,False,
5377349,1.1167657,0.0000012,0.1189,0.0897,0.62,5629.0000,False,
9343862,1.1232562,0.0000466,0.3782,0.0982,0.56,7709.0000,False,
6025466,1.1278008,0.0000013,0.0358,-1.0000,0.45,5815.0000,False,
2997455,1.1298500,0.0000013,0.0045,-1.0000,0.45,4795.0000,False,
6058875,1.1298682,0.0000016,0.2554,0.2170,0.51,4586.0000,False,
5623774,1.1336299,0.0000013,0.0009,0.0009,0.53,4975.0000,True,
3832716,1.1418772,0.0000013,0.3100,0.1457,0.57,5926.0000,True,
4484356,1.1441593,0.0000013,0.1352,0.1146,0.51,5080.0000,False,
7449844,1.1522182,0.0000013,0.0116,-1.0000,0.46,6834.0000,True,
7770471,1.1578046,0.0000039,0.5892,0.1610,0.57,6280.0000,False,
3849155,1.1683133,0.0000013,0.0003,-1.0000,0.41,5343.0000,True,
4945035,1.1746830,0.0000013,0.0004,-1.0000,0.50,5739.0000,False,
10613718,1.1758779,0.0000013,0.0075,0.0060,0.39,5080.0000,True,
8444552,1.1780996,0.0000013,0.0610,0.0594,0.50,5388.0000,False,
5623923,1.2087496,0.0000126,0.0830,0.0279,0.61,8300.0000,True,
10191070,1.2137451,0.0000014,0.0021,-1.0000,0.59,4650.0000,False,
9366988,1.2190300,0.0000030,0.0929,-1.0000,0.46,5661.0000,False,
9592855,1.2193248,0.0000014,0.1609,0.1524,0.60,7290.0000,False,
9205993,1.2197374,0.0000521,0.5975,0.1094,0.56,7124.0000,False,
5809827,1.2221100,0.0000014,0.1610,0.1490,0.67,6076.0000,False,
10661783,1.2313633,0.0000014,0.2178,0.1129,0.62,7887.0000,True,
6206751,1.2453335,0.0000014,0.2421,0.0863,0.56,6965.0000,True,
4739194,1.2465860,0.0000014,0.3877,0.0790,0.56,6014.0000,False,
10556578,1.2528638,0.0000015,0.0431,0.0354,0.47,4977.0000,False,
11134079,1.2605660,0.0000015,0.1479,-1.0000,0.44,5201.0000,False,
12365000,1.2627433,0.0000015,0.0148,0.0081,0.40,5080.0000,False,
9164561,1.2670378,0.0000015,0.0482,0.0261,0.61,8059.0000,True,
6962018,1.2698936,0.0000015,0.5096,0.2798,0.45,4191.0000,False,
9053086,1.2748413,0.0000045,0.0629,0.0318,0.56,5961.0000,False,
10083623,1.2785390,0.0000019,0.0013,-1.0000,0.40,5420.0000,False,
5300878,1.2794432,0.0000015,0.4454,0.4214,0.50,4631.0000,False,
3547315,1.2847000,0.0000033,0.0260,0.0202,0.48,5235.0000,False,
5097446,1.2880641,0.0000015,0.4017,0.0824,0.60,6938.0000,False,
11182260,1.2919720,0.0000015,0.0213,-1.0000,0.45,4842.0000,False,
2557430,1.2977364,0.0000015,0.0403,0.0306,0.51,6248.0000,True,
9945280,1.3034599,0.0000015,0.0251,0.0177,0.49,5536.0000,False,
6066379,1.3038602,0.0000046,0.1263,0.0220,0.55,6047.0000,False,
4574310,1.3062201,0.0000015,0.4811,0.1394,0.56,6337.0000,True,
5215700,1.3124021,0.0000020,0.1761,0.1655,0.58,5766.0000,False,
7884842,1.3145477,0.0000015,0.0141,0.0074,0.78,9126.0000,False,
6220497,1.3231671,0.0000285,0.3702,0.0993,0.62,7254.0000,False,
5716244,1.3303328,0.0000016,0.0653,0.0202,0.58,5683.0000,False,
9899416,1.3325545,0.0000016,0.6269,0.1757,0.60,8608.0000,True,
9899345,1.3326283,0.0000589,0.0019,-1.0000,0.60,6603.0000,False,
9954225,1.3406515,0.0000599,0.6065,0.1061,0.56,6087.0000,False,
3851193,1.3410787,0.0000016,0.1240,0.0184,0.55,6122.0000,False,
3966491,1.3519722,0.0000016,0.0019,-1.0000,0.79,8866.0000,False,
8429415,1.3525754,0.0000016,0.0001,-1.0000,0.58,6230.0000,False,
10292465,1.3533739,0.0000016,0.1089,-1.0000,0.43,5258.0000,False,
3558822,1.3534207,0.0000016,0.0587,0.0299,0.71,6188.0000,False,
6370120,1.3547770,0.0000016,0.0003,-1.0000,0.44,4244.0000,False,
12418319,1.3569736,0.0000016,0.0271,0.0273,0.69,6150.0000,False,
8409588,1.3608370,0.0000016,0.0015,-1.0000,0.32,5629.0000,False,
2305543,1.3622735,0.0000019,0.1078,0.1052,0.50,5623.0000,False,
6452742,1.3755444,0.0000017,0.0490,0.0301,0.46,5642.0000,False,
8846978,1.3790604,0.0000017,0.1766,0.1177,0.77,5191.0000,False,
9953894,1.3825995,0.0000017,0.1337,0.1355,0.74,7295.0000,True,
9761199,1.3840392,0.0000017,0.0045,0.0045,0.36,4060.0000,True,
7985167,1.3844780,0.0000017,0.0817,0.0387,0.47,5923.0000,True,
11304987,1.3853862,0.0000017,0.0015,-1.0000,0.35,5664.0000,False,
10028352,1.3868021,0.0000017,0.0002,-1.0000,0.36,6191.0000,True,
9007918,1.3872069,0.0000017,0.1549,0.0268,0.52,6939.0000,True,
3973549,1.3899550,0.0000017,0.0013,-1.0000,0.37,6055.0000,False,
10422852,1.3988897,0.0000017,0.0779,-1.0000,0.56,5877.0000,False,
2305372,1.4046920,0.0000017,0.6900,0.1284,0.58,5664.0000,False,
5428668,1.4067010,0.0000019,0.0000,-1.0000,0.79,5719.0000,False,
11706658,1.4079433,0.0000017,0.0476,-1.0000,0.40,4409.0000,False,
9833618,1.4085018,0.0000017,0.2928,0.0795,0.61,6206.0000,False,
7671594,1.4103475,0.0000017,0.1152,0.0774,0.34,3717.0000,False,
7382250,1.4187322,0.0000017,0.0350,0.0171,0.68,6125.0000,False,
10225800,1.4237972,0.0000017,0.0022,-1.0000,0.37,5707.0000,True,
4480676,1.4239338,0.0000018,0.0054,0.0068,0.42,5296.0000,False,
10551346,1.4279629,0.0000018,0.0082,-1.0000,0.59,5891.0000,False,
6314173,1.4332630,0.0000038,0.2842,0.0518,0.58,7073.0000,False,
2440757,1.4337707,0.0000018,0.0019,-1.0000,0.36,5990.0000,False,
6697716,1.4432490,0.0000018,0.1956,0.0979,0.44,4898.0000,False,
10601549,1.4637734,0.0000018,0.0658,-1.0000,0.36,5259.0000,False,
11560037,1.4665220,0.0000018,0.0011,-1.0000,0.31,5621.0000,False,
11873166,1.4688524,0.0000018,0.1206,0.0770,0.47,5902.0000,False,
9137992,1.4700455,0.0000018,0.1191,-1.0000,0.64,5471.0000,False,
12216706,1.4710605,0.0000135,0.1648,0.0181,0.54,8530.0000,False,
11076279,1.4725851,0.0000039,0.2277,0.0849,0.55,7130.0000,False,
9569866,1.4803231,0.0000019,0.3865,0.1032,0.46,5110.0000,True,
10535807,1.4816559,0.0000019,0.0652,0.0154,0.51,6234.0000,False,
8081389,1.4894405,0.0000019,0.4100,0.1035,0.56,6639.0000,True,
4456622,1.5028164,0.0000020,0.0213,-1.0000,0.44,5498.0000,False,
11463211,1.5063542,0.0000019,0.0023,-1.0000,0.33,5502.0000,True,
8823397,1.5065038,0.0000019,0.4597,0.1558,0.55,8540.0000,False,
7700578,1.5071060,0.0000710,0.4780,0.2028,0.57,6693.0000,False,
8288719,1.5100967,0.0000019,0.0296,0.0206,0.41,5090.0000,False,
8195877,1.5102001,0.0000019,0.0753,0.0484,0.48,5821.0000,False,
5513861,1.5102117,0.0000020,0.2534,0.2422,0.57,6170.0000,True,
11350389,1.5126440,0.0000019,0.0257,-1.0000,0.41,5124.0000,False,
5216727,1.5130232,0.0000019,0.0495,0.0369,0.48,5932.0000,False,
7108433,1.5191880,0.0000961,0.4892,0.1185,0.55,7206.0000,False,
5444392,1.5195284,0.0000019,0.4116,0.3534,0.58,5674.0000,True,
12418816,1.5218703,0.0000019,0.3581,0.3319,0.47,4583.0000,True,
4150611,1.5222786,0.0000019,0.0036,-1.0000,0.13,6623.0000,True,
2569494,1.5233235,0.0000102,0.1557,-1.0000,0.58,5114.0000,True,
3836522,1.5403797,0.0000020,0.0007,-1.0000,0.46,5268.0000,False,
3836439,1.5403954,0.0000019,0.0613,0.0160,0.47,7166.0000,True,
6948815,1.5415307,0.0000355,0.2197,0.0336,0.54,7431.0000,False,
5774375,1.5499774,0.0000020,0.4015,0.1416,0.60,5173.0000,True,
11724091,1.5590905,0.0000020,0.2395,0.0704,0.55,6957.0000,False,
8043961,1.5592121,0.0000020,0.2267,0.1887,0.63,6348.0000,True,
6048106,1.5593608,0.0000359,0.2903,0.0788,0.55,6777.0000,False,
4550750,1.5677741,0.0000020,0.0021,0.0021,0.77,7386.0000,False,
6934587,1.5709187,0.0000020,0.0698,-1.0000,0.48,5840.0000,False,
4677321,1.5721808,0.0000020,0.0994,0.0467,0.61,5979.0000,False,
9597411,1.5756316,0.0000020,0.0254,-1.0000,0.42,5975.0000,False,
10666230,1.5777967,0.0000020,0.0007,-1.0000,0.37,5859.0000,False,
5977736,1.5791302,0.0000020,0.0213,0.0085,0.80,7661.0000,False,
5962514,1.5800990,0.0000367,0.2144,0.1084,0.56,6566.0000,False,
7117541,1.5856743,0.0000021,0.0474,0.0083,0.47,5854.0000,False,
11234677,1.5874247,0.0000020,0.0777,0.0080,0.43,6183.0000,False,
9357275,1.5882980,0.0000020,0.1673,0.0532,0.52,7545.0000,True,
1433980,1.5926344,0.0000062,0.1578,0.0586,0.62,6345.0000,False,
8553788,1.6061632,0.0000021,0.1466,0.0276,0.54,8045.0000,True,
7174617,1.6083773,0.0000021,0.0954,-1.0000,0.38,4889.0000,False,
8262223,1.6130147,0.0000021,0.1558,0.0752,0.53,7596.0000,True,
6311637,1.6208134,0.0000021,0.1277,0.0363,0.56,5534.0000,False,
5127005,1.6211241,0.0000021,0.0127,0.0061,0.69,5870.0000,False,
4070376,1.6346136,0.0000021,0.0262,0.0091,0.54,5871.0000,False,
7385478,1.6554777,0.0000022,0.1901,0.0426,0.54,6477.0000,True,
9210828,1.6564127,0.0000022,0.1377,0.0962,0.44,4893.0000,False,
9101400,1.6580366,0.0000811,0.2972,0.2578,0.55,6414.0000,False,
3443790,1.6657838,0.0000022,0.0019,0.0009,0.34,6024.0000,True,
8145789,1.6706295,0.0000022,0.0189,0.0146,0.42,4829.0000,False,
10735564,1.6749850,0.0000031,0.2293,0.0804,0.53,8035.0000,False,
5801571,1.6771942,0.0000022,0.0024,0.0022,0.35,6037.0000,True,
9282687,1.6804366,0.0000828,0.2861,0.0543,0.54,6623.0000,False,
9843435,1.6847064,0.0000828,0.3713,0.1018,0.59,7291.0000,False,
9906590,1.6863376,0.0000022,0.0378,0.0357,0.63,6338.0000,False,
3241619,1.7033444,0.0000022,0.4742,0.1625,0.44,5165.0000,True,
9711751,1.7115003,0.0000023,0.1590,0.0921,0.49,6429.0000,False,
4365442,1.7144132,0.0000023,0.0001,-1.0000,0.52,6077.0000,False,
11616200,1.7186490,0.0000023,0.1993,0.0359,0.49,5836.0000,False,
7885570,1.7293366,0.0000023,0.1643,0.0787,0.58,5398.0000,True,
6058614,1.7310801,0.0000024,0.0099,-1.0000,0.27,5735.0000,False,
7798259,1.7342219,0.0000023,0.2751,0.1139,0.36,4619.0000,False,
10848459,1.7369522,0.0000023,0.0079,-1.0000,0.36,5555.0000,False,
9288786,1.7441023,0.0000024,0.0100,-1.0000,0.30,4197.0000,False,
4380283,1.7447194,0.0000024,0.2914,0.2197,0.49,5924.0000,False,
11564013,1.7505355,0.0000030,0.0154,-1.0000,0.45,5580.0000,False,
4902030,1.7576060,0.0000025,0.4804,0.2766,0.39,4235.0000,False,
6148271,1.7852901,0.0001259,0.0031,-1.0000,0.57,6284.0000,False,
8112013,1.7905182,0.0000024,0.0680,0.0074,0.47,6350.0000,True,
9110346,1.7905531,0.0000028,0.3251,0.2679,0.44,5054.0000,False,
5479973,1.7952732,0.0000025,0.1425,0.0338,0.58,6169.0000,False,
8411947,1.7976748,0.0000025,0.4692,0.2933,0.47,5086.0000,False,
10581918,1.8018631,0.0000026,0.7262,0.1530,0.54,7252.0000,True,
5962716,1.8046081,0.0000025,0.1367,0.0258,0.47,6035.0000,False,
9101279,1.8114606,0.0000025,0.9009,0.1262,0.58,8372.0000,True,
